time,co,no2,o3,so2,pm2_5,pm10
2024-12-15T03:00,2117.08,35.34,0.98,36.3,86.7,117.67
2024-12-15T04:00,2326.53,41.79,2.81,36.5,100.59,133.74
2024-12-15T05:00,1886.15,39.23,2.79,36.07,85.7,112.0
2024-12-15T06:00,2144.7,39.11,1.72,38.42,108.69,133.92
2024-12-15T07:00,2073.34,35.08,1.84,33.85,105.85,135.1
2024-12-15T08:00,2211.86,42.55,1.94,41.71,116.19,147.25
2024-12-15T09:00,2588.89,49.86,1.04,50.25,144.63,175.59
2024-12-15T10:00,2544.37,46.95,1.42,47.68,138.3,170.97
2024-12-15T11:00,3362.86,55.11,1.52,62.15,177.58,215.88
2024-12-15T12:00,4079.66,59.47,0.67,70.67,202.86,246.96
2024-12-15T13:00,3030.05,54.37,0.84,63.9,145.93,181.01
2024-12-15T14:00,3751.0,58.23,0.73,70.06,168.72,212.36
2024-12-15T15:00,3589.31,55.47,1.07,70.18,168.7,215.13
2024-12-15T16:00,3439.98,54.49,0.54,59.68,148.48,195.17
2024-12-15T17:00,3965.79,55.29,0.37,69.89,164.32,215.58
2024-12-15T18:00,3769.18,61.01,1.05,66.22,166.02,218.51
2024-12-15T19:00,3993.44,59.56,0.93,64.5,175.81,228.54
2024-12-15T20:00,3702.51,54.69,1.56,61.24,164.04,213.78
2024-12-15T21:00,3877.13,56.31,0.03,63.41,174.44,227.65
2024-12-15T22:00,3486.69,49.81,0.27,56.95,167.84,209.14
2024-12-15T23:00,3178.15,49.81,0.48,57.51,167.28,202.21
2024-12-16T00:00,3143.56,49.02,0.44,57.49,164.88,198.77
2024-12-16T01:00,2379.79,39.62,0.93,42.94,123.32,153.44
2024-12-16T02:00,2041.12,36.37,1.92,35.23,103.67,129.98
2024-12-16T03:00,1868.63,38.06,1.59,35.36,94.83,120.04
2024-12-16T04:00,2170.95,40.35,1.66,37.08,111.23,141.9
2024-12-16T05:00,1845.45,35.75,1.52,27.03,89.86,117.66
2024-12-16T06:00,1383.77,32.59,1.89,26.23,67.45,91.14
2024-12-16T07:00,1516.77,28.53,1.47,24.53,69.55,96.15
2024-12-16T08:00,1537.39,32.71,1.97,25.86,72.96,100.61
2024-12-16T09:00,1624.11,38.43,1.82,30.77,80.28,107.28
2024-12-16T10:00,1772.03,38.79,7.98,31.66,81.81,113.28
2024-12-16T11:00,1633.8,36.06,5.55,32.46,66.59,94.65
2024-12-16T12:00,1510.89,37.51,9.04,34.71,56.81,79.84
