time,co,no2,o3,so2,pm2_5,pm10
2024-12-15T03:00,487.87,4.26,52.8,2.2,32.29,34.9
2024-12-15T04:00,495.24,4.6,51.89,2.31,34.69,37.46
2024-12-15T05:00,481.78,4.28,55.02,2.45,31.29,33.77
2024-12-15T06:00,498.38,4.67,53.11,2.55,35.75,38.85
2024-12-15T07:00,491.45,4.54,54.87,2.58,36.77,39.96
2024-12-15T08:00,488.26,4.49,56.22,2.65,34.26,37.16
2024-12-15T09:00,480.85,4.74,57.84,2.94,35.83,39.08
2024-12-15T10:00,517.44,4.73,68.46,4.6,45.06,49.37
2024-12-15T11:00,483.93,3.84,85.4,6.51,56.36,62.57
2024-12-15T12:00,444.89,3.06,91.97,6.21,49.72,55.37
2024-12-15T13:00,441.96,3.05,91.76,6.27,49.05,54.97
2024-12-15T14:00,442.47,2.93,89.39,5.7,43.23,48.1
2024-12-15T15:00,447.32,2.84,89.96,5.66,43.54,48.13
2024-12-15T16:00,459.03,2.99,88.04,5.73,45.0,49.73
2024-12-15T17:00,467.59,3.0,83.69,4.94,40.06,43.74
2024-12-15T18:00,478.66,3.48,76.91,4.54,38.98,42.33
2024-12-15T19:00,453.41,3.85,64.82,2.82,29.45,32.0
2024-12-15T20:00,504.0,5.93,49.97,2.44,36.59,40.68
2024-12-15T21:00,607.06,7.15,37.73,2.11,42.52,45.75
2024-12-15T22:00,562.26,5.63,39.57,1.8,37.11,39.73
2024-12-15T23:00,671.81,10.16,31.75,2.73,49.28,52.94
2024-12-16T00:00,673.59,10.04,27.22,2.37,44.38,48.06
2024-12-16T01:00,780.61,12.65,30.31,3.27,70.4,75.97
2024-12-16T02:00,742.19,10.38,26.97,2.35,62.88,67.59
2024-12-16T03:00,723.23,13.17,29.88,3.24,69.76,75.72
2024-12-16T04:00,695.73,10.44,33.19,2.6,66.52,71.92
2024-12-16T05:00,662.04,9.95,34.11,2.52,58.49,63.09
2024-12-16T06:00,692.71,12.54,29.36,2.7,70.27,76.25
2024-12-16T07:00,622.12,7.64,36.88,1.99,53.43,57.4
2024-12-16T08:00,659.58,6.92,38.69,2.04,61.59,65.57
2024-12-16T09:00,596.52,6.31,32.41,1.65,41.49,44.33
2024-12-16T10:00,504.95,3.73,56.6,2.16,33.27,35.39
2024-12-16T11:00,504.71,2.73,64.29,2.33,39.55,41.92
2024-12-16T12:00,496.77,2.76,66.88,2.48,40.48,42.91
2024-12-16T13:00,489.39,3.01,73.03,3.42,43.07,46.3
2024-12-16T14:00,491.2,3.09,66.91,2.58,41.29,43.81
2024-12-16T15:00,484.53,3.47,62.41,2.5,35.94,38.46
2024-12-16T16:00,494.09,4.75,57.27,2.67,39.4,43.37
2024-12-16T17:00,488.47,4.68,55.99,2.68,37.45,41.03
2024-12-16T18:00,489.03,5.08,52.77,2.31,36.41,39.98
2024-12-16T19:00,613.33,7.04,37.79,1.99,41.57,44.65
2024-12-16T20:00,602.99,6.47,38.9,1.91,42.5,45.61
2024-12-16T21:00,606.82,7.18,39.47,2.07,45.77,49.16
2024-12-16T22:00,613.36,8.16,41.78,2.36,57.43,61.72
2024-12-16T23:00,613.33,8.71,38.5,2.39,50.99,54.82
2024-12-17T00:00,661.96,10.88,36.96,2.79,72.15,78.18
2024-12-17T01:00,646.5,10.36,33.52,2.59,64.82,70.39
2024-12-17T02:00,681.06,10.27,34.55,2.64,58.27,62.97
2024-12-17T03:00,605.94,5.99,34.89,1.76,45.71,48.71
2024-12-17T04:00,641.9,6.85,25.99,1.53,43.12,46.05
2024-12-17T05:00,689.23,8.81,19.91,1.7,45.26,49.17
2024-12-17T06:00,735.13,10.92,24.11,2.68,61.0,66.02
2024-12-17T07:00,789.34,15.73,22.28,3.72,61.36,66.1
2024-12-17T08:00,893.11,19.55,17.22,4.52,57.2,62.01
2024-12-17T09:00,777.9,12.64,24.47,2.86,66.54,71.43
2024-12-17T10:00,706.98,13.1,34.96,3.24,73.69,80.07
2024-12-17T11:00,553.82,5.12,54.41,2.57,53.98,57.85
2024-12-17T12:00,540.54,5.05,59.9,2.7,50.37,53.68
2024-12-17T13:00,528.84,3.65,66.92,2.97,51.91,55.24
2024-12-17T14:00,491.26,3.01,72.83,3.25,50.6,54.21
2024-12-17T15:00,483.21,3.15,70.3,2.77,45.08,48.35
2024-12-17T16:00,480.93,3.25,67.67,2.46,42.2,45.26
2024-12-17T17:00,526.85,5.55,55.98,2.65,43.91,47.61
2024-12-17T18:00,565.7,5.34,47.01,2.09,45.34,48.36
2024-12-17T19:00,590.86,5.97,41.66,1.97,44.72,47.65
2024-12-17T20:00,631.25,7.55,35.1,2.11,53.46,57.1
2024-12-17T21:00,679.17,9.11,34.74,2.52,58.53,62.7
