time,co,no2,o3,so2,pm2_5,pm10
2024-12-15T03:00,370.32,3.59,35.95,0.95,9.35,11.72
2024-12-15T04:00,481.95,6.67,32.88,1.59,15.27,19.12
2024-12-15T05:00,729.13,12.59,20.84,3.04,30.5,37.43
2024-12-15T06:00,612.09,9.41,27.76,2.33,24.57,30.41
2024-12-15T07:00,546.97,7.04,32.54,2.19,20.56,25.24
2024-12-15T08:00,493.25,5.34,26.9,1.53,19.01,23.03
2024-12-15T09:00,513.8,6.62,33.22,2.34,19.48,23.52
2024-12-15T10:00,418.33,3.74,43.56,1.27,14.89,17.66
2024-12-15T11:00,346.13,2.68,41.72,0.81,10.5,11.91
2024-12-15T12:00,415.76,6.1,51.48,3.16,10.61,13.35
2024-12-15T13:00,431.1,6.34,60.74,3.53,16.48,19.89
2024-12-15T14:00,368.77,3.89,57.03,2.34,7.54,9.28
2024-12-15T15:00,407.26,6.73,56.88,4.71,10.97,13.65
2024-12-15T16:00,369.53,3.04,48.35,1.18,10.6,13.01
2024-12-15T17:00,384.18,3.45,44.32,1.18,10.73,13.19
2024-12-15T18:00,385.64,3.44,44.83,1.19,10.95,13.41
2024-12-15T19:00,395.08,3.7,43.94,1.28,11.6,14.19
2024-12-15T20:00,383.56,3.48,46.24,1.24,11.91,14.87
2024-12-15T21:00,392.59,3.63,44.12,1.29,11.85,14.45
2024-12-15T22:00,388.41,4.04,54.34,2.1,9.99,12.36
2024-12-15T23:00,365.15,2.81,58.79,1.44,11.32,14.9
2024-12-16T00:00,356.52,2.39,61.21,1.35,10.9,14.02
2024-12-16T01:00,465.6,5.29,43.97,2.12,16.78,20.74
2024-12-16T02:00,443.9,4.85,49.45,1.8,14.83,18.71
2024-12-16T03:00,380.42,3.13,55.49,1.36,11.91,15.65
2024-12-16T04:00,387.87,3.95,51.98,1.82,10.32,13.58
2024-12-16T05:00,360.78,3.28,39.22,0.96,9.48,12.04
2024-12-16T06:00,400.34,4.47,60.17,2.72,19.75,22.15
2024-12-16T07:00,462.73,6.23,51.7,2.61,21.34,24.97
2024-12-16T08:00,474.4,6.62,59.68,3.6,29.71,33.25
2024-12-16T09:00,358.04,2.32,60.42,1.23,12.09,15.84
2024-12-16T10:00,452.92,6.18,46.9,2.57,17.08,22.18
2024-12-16T11:00,513.05,6.21,40.26,1.81,18.15,22.5
2024-12-16T12:00,519.39,6.97,40.86,2.4,17.94,22.53
2024-12-16T13:00,447.57,4.37,47.05,1.47,15.14,18.67
2024-12-16T14:00,368.9,2.49,56.41,1.22,9.56,11.93
2024-12-16T15:00,378.7,2.68,64.47,1.25,11.52,14.35
2024-12-16T16:00,377.43,3.37,62.18,1.58,10.95,13.45
2024-12-16T17:00,400.03,4.06,57.7,1.87,15.23,18.31
2024-12-16T18:00,425.02,4.77,46.54,1.71,13.86,17.0
2024-12-16T19:00,456.46,5.55,41.57,1.89,17.04,20.68
2024-12-16T20:00,451.92,5.66,41.05,1.9,15.34,19.2
2024-12-16T21:00,424.14,4.37,46.63,1.6,17.65,21.01
2024-12-16T22:00,459.13,6.22,44.4,2.62,15.89,20.79
2024-12-16T23:00,404.03,3.84,49.79,1.39,11.93,14.77
2024-12-17T00:00,423.08,4.43,47.24,1.86,13.07,16.3
2024-12-17T01:00,400.52,4.62,44.14,1.74,11.46,14.84
2024-12-17T02:00,423.55,4.46,45.0,1.51,12.97,16.51
