time,co,no2,o3,so2,pm2_5,pm10,aqi
2020-11-28 00:00:00,747.68,22.28,56.51,17.88,74.59,83.69,5
2020-11-28 01:00:00,694.28,23.99,38.98,17.64,55.62,63.07,5
2020-11-28 02:00:00,660.9,26.05,27.18,18.12,43.33,49.88,4
2020-11-28 03:00:00,627.52,25.36,21.82,17.64,36.13,42.09,4
2020-11-28 04:00:00,607.49,24.33,19.31,16.69,33.06,38.72,4
2020-11-28 05:00:00,607.49,23.99,16.63,16.45,32.67,38.21,4
2020-11-28 06:00:00,634.19,25.71,12.7,16.69,34.23,40.17,4
2020-11-28 07:00:00,687.6,28.1,8.4,17.64,37.59,44.93,4
2020-11-28 08:00:00,734.33,22.96,13.95,18.6,40.93,49.9,4
2020-11-28 09:00:00,747.68,19.02,25.39,19.55,44.5,54.17,4
2020-11-28 10:00:00,720.98,17.99,43.99,20.03,50.39,59.6,5
2020-11-28 11:00:00,607.49,13.37,74.39,18.36,55.06,61.49,5
2020-11-28 12:00:00,567.44,10.2,101.57,17.41,63.93,69.31,5
2020-11-28 13:00:00,547.41,7.45,123.02,15.97,72.24,77.13,5
2020-11-28 14:00:00,534.06,6.26,133.04,14.07,76.53,81.29,5
2020-11-28 15:00:00,527.38,6.43,135.9,12.64,78.41,83.55,5
2020-11-28 16:00:00,527.38,6.51,135.9,11.09,80.47,86.13,5
2020-11-28 17:00:00,534.06,6.77,134.47,10.13,83.28,89.62,5
2020-11-28 18:00:00,567.44,7.63,133.04,10.25,87.56,94.54,5
2020-11-28 19:00:00,607.49,9.94,128.75,11.8,91.89,99.38,5
2020-11-28 20:00:00,627.52,13.2,111.58,15.14,86.14,92.9,5
2020-11-28 21:00:00,600.82,15.42,87.26,17.88,71.19,76.81,5
2020-11-28 22:00:00,567.44,15.08,77.96,18.36,65.12,70.08,5
2020-11-28 23:00:00,547.41,13.88,77.96,17.88,62.73,67.16,5
2020-11-29 00:00:00,534.06,13.54,72.96,17.41,57.29,61.2,5
2020-11-29 01:00:00,534.06,14.22,65.09,17.17,52.34,55.95,5
2020-11-29 02:00:00,540.73,15.42,54.36,17.41,47.84,51.37,4
2020-11-29 03:00:00,540.73,17.14,43.99,17.64,43.81,47.4,4
2020-11-29 04:00:00,547.41,18.85,35.05,17.88,40.73,44.47,4
2020-11-29 05:00:00,554.09,20.22,28.97,17.64,38.6,42.51,4
2020-11-29 06:00:00,567.44,21.42,25.03,17.88,37.56,41.76,4
2020-11-29 07:00:00,600.82,22.28,21.82,18.36,38.6,43.63,4
2020-11-29 08:00:00,634.19,21.25,22.71,19.31,41.07,46.96,4
2020-11-29 09:00:00,660.9,20.74,26.11,20.74,44.79,51.39,4
2020-11-29 10:00:00,674.25,21.25,30.4,21.94,49.35,56.36,4
2020-11-29 11:00:00,660.9,19.71,40.41,22.17,52.09,58.75,5
2020-11-29 12:00:00,647.54,19.19,52.93,23.84,58.62,65.05,5
2020-11-29 13:00:00,647.54,19.88,64.37,25.99,68.27,74.64,5
2020-11-29 14:00:00,660.9,20.91,72.96,27.66,76.84,83.45,5
2020-11-29 15:00:00,680.92,22.28,77.25,28.61,83.14,90.1,5
2020-11-29 16:00:00,687.6,23.31,79.39,29.09,86.37,93.62,5
2020-11-29 17:00:00,781.06,26.73,72.96,27.66,94.09,103.32,5
2020-11-29 18:00:00,961.3,32.22,59.37,25.03,108.18,121.36,5
2020-11-29 19:00:00,1148.22,37.01,46.49,22.65,119.41,136.44,5
2020-11-29 20:00:00,1295.09,40.78,36.48,20.74,125.36,145.88,5
2020-11-29 21:00:00,1308.44,40.78,33.26,20.03,121.38,142.59,5
2020-11-29 22:00:00,1148.22,36.33,39.34,21.46,108.55,127.21,5
2020-11-29 23:00:00,894.55,30.85,50.78,26.23,95.48,108.67,5
2020-11-30 00:00:00,867.84,29.82,52.21,26.23,96.77,107.51,5
2020-11-30 01:00:00,867.84,28.79,54.36,24.56,100.54,110.0,5
2020-11-30 02:00:00,841.14,28.1,58.65,23.37,104.54,113.42,5
2020-11-30 03:00:00,814.44,28.45,62.23,23.84,109.35,118.23,5
2020-11-30 04:00:00,794.41,29.13,65.09,25.99,114.02,122.9,5
2020-11-30 05:00:00,761.03,28.45,66.52,27.42,117.38,126.04,5
2020-11-30 06:00:00,747.68,27.76,65.8,27.42,120.6,129.39,5
2020-11-30 07:00:00,761.03,27.08,67.23,27.66,126.98,136.59,5
2020-11-30 08:00:00,767.71,27.08,70.81,28.13,128.96,139.16,5
