time,co,no2,o3,so2,pm2_5,pm10,aqi
2020-11-27 17:00:00,841.14,27.08,13.23,8.46,29.11,45.65,4
2020-11-27 18:00:00,400.54,9.77,32.19,3.93,13.42,20.39,2
2020-11-27 19:00:00,283.72,4.58,42.92,2.47,8.8,12.27,1
2020-11-27 20:00:00,293.73,4.54,41.13,2.38,8.79,12.08,1
2020-11-27 21:00:00,313.76,5.1,36.84,2.5300000000000002,9.07,12.66,1
2020-11-27 22:00:00,327.11,5.44,33.26,2.71,8.85,12.63,1
2020-11-27 23:00:00,337.12,5.74,31.83,2.98,8.31,12.05,1
2020-11-28 00:00:00,363.83,6.51,33.26,3.76,8.6,12.78,1
2020-11-28 01:00:00,367.17,5.48,41.13,4.41,8.54,12.33,1
2020-11-28 02:00:00,370.5,5.23,52.21,5.07,9.29,13.18,1
2020-11-28 03:00:00,357.15,4.28,71.53,5.31,9.67,13.23,1
2020-11-28 04:00:00,323.77,3.26,82.25,4.47,7.76,10.21,2
2020-11-28 05:00:00,317.1,3.51,82.97,4.77,6.64,8.91,2
2020-11-28 06:00:00,313.76,3.94,81.54,5.19,6.19,8.51,2
2020-11-28 07:00:00,340.46,7.45,75.1,8.46,6.8100000000000005,9.77,1
2020-11-28 08:00:00,380.52,10.88,66.52,12.04,8.14,11.87,1
2020-11-28 09:00:00,403.88,11.48,60.08,12.28,8.95,12.86,1
2020-11-28 10:00:00,447.27,12.51,50.78,10.25,10.14,14.72,2
2020-11-28 11:00:00,540.73,15.59,38.98,9.66,12.78,18.97,2
2020-11-28 12:00:00,634.19,18.17,28.97,10.13,16.73,25.42,2
2020-11-28 13:00:00,707.63,18.51,22.71,10.01,20.84,31.97,3
2020-11-28 14:00:00,781.06,20.39,16.81,10.01,25.15,38.37,4
2020-11-28 15:00:00,841.14,25.36,11.98,11.09,28.91,42.12,4
2020-11-28 16:00:00,847.82,28.45,9.84,12.16,29.62,41.33,4
2020-11-28 17:00:00,821.11,26.39,8.76,9.89,27.89,38.11,4
2020-11-28 18:00:00,774.38,22.28,8.4,6.97,25.64,34.23,4
2020-11-28 19:00:00,741.01,18.34,8.32,4.89,23.91,30.64,3
2020-11-28 20:00:00,707.63,15.08,7.6,3.73,23.21,28.65,3
2020-11-28 21:00:00,674.25,12.34,6.71,3.22,22.68,27.53,3
2020-11-28 22:00:00,620.84,10.2,6.17,3.04,21.77,26.27,3
2020-11-28 23:00:00,580.79,9.08,6.26,3.13,21.32,25.66,3
2020-11-29 00:00:00,574.11,9.43,7.51,3.87,21.99,26.98,3
2020-11-29 01:00:00,520.71,8.48,15.38,4.53,19.97,23.91,2
2020-11-29 02:00:00,494.0,6.94,24.32,4.35,19.73,22.79,2
2020-11-29 03:00:00,480.65,5.36,40.77,3.8200000000000003,22.84,25.27,3
2020-11-29 04:00:00,494.0,4.8,52.21,3.37,26.3,28.05,4
2020-11-29 05:00:00,514.03,4.58,52.93,3.43,25.54,26.85,4
2020-11-29 06:00:00,527.38,4.33,50.78,3.19,22.36,23.39,3
2020-11-29 07:00:00,534.06,4.41,47.92,3.07,20.53,21.47,3
2020-11-29 08:00:00,554.09,5.27,42.92,3.7,20.32,21.44,3
2020-11-29 09:00:00,567.44,6.08,38.27,4.23,20.35,21.71,3
2020-11-29 10:00:00,594.14,8.4,31.47,5.07,21.08,23.06,3
2020-11-29 11:00:00,640.87,10.71,22.53,5.19,22.15,24.85,3
2020-11-29 12:00:00,660.9,11.14,16.63,4.71,22.72,26.03,3
2020-11-29 13:00:00,694.28,11.31,11.62,4.53,24.09,28.76,3
2020-11-29 14:00:00,720.98,11.65,7.78,4.65,25.9,32.44,4
2020-11-29 15:00:00,741.01,11.82,5.54,4.95,27.35,35.41,4
2020-11-29 16:00:00,741.01,12.0,3.8,5.07,27.71,36.23,4
2020-11-29 17:00:00,700.95,11.14,2.71,4.29,25.69,32.7,4
2020-11-29 18:00:00,654.22,9.94,1.83,4.17,24.15,30.11,3
2020-11-29 19:00:00,614.17,8.65,1.4100000000000001,3.87,22.58,27.09,3
2020-11-29 20:00:00,574.11,7.2,1.5899999999999999,3.2800000000000002,20.41,23.6,3
2020-11-29 21:00:00,534.06,6.17,2.3,2.89,18.0,20.23,2
2020-11-29 22:00:00,487.33,5.74,4.16,2.98,15.16,16.63,2
2020-11-29 23:00:00,467.3,6.0,4.87,3.4,14.32,15.96,2
2020-11-30 00:00:00,473.98,7.2,5.36,4.35,14.74,17.43,2
2020-11-30 01:00:00,500.68,8.14,7.06,5.9,15.11,19.1,2
2020-11-30 02:00:00,500.68,8.05,12.34,7.21,14.88,19.41,2
