time,co,no2,o3,so2,pm2_5,pm10,aqi
2020-11-28 00:00:00,447.27,3.64,27.54,0.84,11.52,12.44,2
2020-11-28 01:00:00,440.6,3.56,24.32,0.75,11.16,12.07,2
2020-11-28 02:00:00,440.6,3.47,22.53,0.6900000000000001,10.57,11.4,2
2020-11-28 03:00:00,433.92,3.34,21.99,0.64,9.84,10.56,1
2020-11-28 04:00:00,427.25,3.17,22.53,0.61,9.27,9.91,1
2020-11-28 05:00:00,427.25,2.96,24.32,0.5700000000000001,8.98,9.58,1
2020-11-28 06:00:00,420.57,2.7,26.46,0.54,9.04,9.63,1
2020-11-28 07:00:00,420.57,2.66,27.54,0.55,9.29,9.89,1
2020-11-28 08:00:00,423.91,2.87,28.25,0.6000000000000001,9.62,10.27,1
2020-11-28 09:00:00,420.57,2.87,30.04,0.64,9.98,10.66,1
2020-11-28 10:00:00,413.9,2.61,32.54,0.6900000000000001,10.14,10.83,2
2020-11-28 11:00:00,380.52,1.9500000000000002,52.21,0.74,12.78,13.51,2
2020-11-28 12:00:00,367.17,1.74,62.23,0.78,15.01,15.83,2
2020-11-28 13:00:00,360.49,1.65,64.37,0.81,15.59,16.45,2
2020-11-28 14:00:00,350.48,1.5,67.23,0.8300000000000001,15.73,16.55,2
2020-11-28 15:00:00,343.8,1.44,67.23,0.8300000000000001,15.22,15.97,2
2020-11-28 16:00:00,343.8,1.52,63.66,0.81,14.12,14.83,2
2020-11-28 17:00:00,357.15,1.97,56.51,0.8300000000000001,12.76,13.4,2
2020-11-28 18:00:00,373.84,2.7,50.78,0.9,11.39,11.92,2
2020-11-28 19:00:00,390.53,3.6,45.42,0.98,10.7,11.16,2
2020-11-28 20:00:00,413.9,4.76,35.41,1.07,10.07,10.51,2
2020-11-28 21:00:00,427.25,5.36,28.97,1.13,9.07,9.54,1
2020-11-28 22:00:00,427.25,5.31,28.25,1.18,8.38,8.93,1
2020-11-28 23:00:00,427.25,4.88,30.4,1.22,8.26,8.87,1
2020-11-29 00:00:00,420.57,4.28,34.33,1.25,8.64,9.29,1
2020-11-29 01:00:00,420.57,3.64,38.62,1.31,9.61,10.3,1
2020-11-29 02:00:00,423.91,3.47,37.19,1.28,10.89,11.74,2
2020-11-29 03:00:00,427.25,3.51,31.83,1.16,12.24,13.29,2
2020-11-29 04:00:00,433.92,3.34,29.33,1.09,13.66,14.82,2
2020-11-29 05:00:00,433.92,3.21,27.9,1.07,15.19,16.42,2
2020-11-29 06:00:00,440.6,3.13,27.54,1.09,16.2,17.47,2
2020-11-29 07:00:00,447.27,3.38,27.9,1.1,16.37,17.7,2
2020-11-29 08:00:00,460.63,3.56,27.9,1.21,16.99,18.36,2
2020-11-29 09:00:00,480.65,3.17,32.54,1.4,19.28,20.66,2
2020-11-29 10:00:00,487.33,2.66,42.2,1.55,23.5,24.88,3
2020-11-29 11:00:00,473.98,1.52,57.94,1.7000000000000002,24.64,25.71,3
2020-11-29 12:00:00,473.98,0.96,66.52,1.71,27.02,27.95,4
2020-11-29 13:00:00,467.3,0.74,72.96,1.8,29.94,30.8,4
2020-11-29 14:00:00,447.27,0.68,76.53,1.6800000000000002,30.21,30.98,4
2020-11-29 15:00:00,440.6,0.74,77.96,1.55,31.24,31.97,4
2020-11-29 16:00:00,433.92,0.87,78.68,1.48,31.14,31.84,4
2020-11-29 17:00:00,433.92,1.23,77.25,1.51,31.43,32.13,4
2020-11-29 18:00:00,447.27,1.67,74.39,1.62,34.18,34.96,4
2020-11-29 19:00:00,460.63,1.97,70.81,1.62,36.08,36.98,4
2020-11-29 20:00:00,473.98,2.55,65.09,1.58,37.83,38.89,4
2020-11-29 21:00:00,487.33,3.17,57.94,1.49,39.41,40.68,4
2020-11-29 22:00:00,494.0,3.73,50.78,1.3900000000000001,40.5,42.0,4
2020-11-29 23:00:00,520.71,5.74,30.4,1.13,41.36,43.58,4
2020-11-30 00:00:00,547.41,8.57,18.06,1.46,42.15,45.07,4
2020-11-30 01:00:00,567.44,11.14,13.95,1.8900000000000001,43.49,46.87,4
2020-11-30 02:00:00,587.46,13.37,12.52,2.33,44.99,48.72,4
2020-11-30 03:00:00,580.79,13.02,10.46,2.21,46.13,50.09,4
2020-11-30 04:00:00,547.41,9.51,7.15,1.24,46.45,50.41,4
2020-11-30 05:00:00,514.03,6.0,16.81,0.84,47.79,50.73,4
2020-11-30 06:00:00,500.68,5.27,12.7,0.59,49.45,52.63,4
2020-11-30 07:00:00,507.36,5.66,8.94,0.67,50.73,54.22,5
2020-11-30 08:00:00,534.06,6.08,7.24,0.9,53.06,56.76,5
2020-11-30 09:00:00,560.76,5.83,9.3,1.06,55.66,59.39,5
2020-11-30 10:00:00,574.11,6.17,13.23,1.13,58.31,62.05,5
2020-11-30 11:00:00,494.0,1.78,85.83,2.56,60.2,61.77,5
2020-11-30 12:00:00,480.65,1.1400000000000001,95.84,2.44,56.52,57.71,5
2020-11-30 13:00:00,473.98,0.96,100.14,2.41,57.16,58.25,5
2020-11-30 14:00:00,473.98,1.0,101.57,2.27,57.54,58.6,5
2020-11-30 15:00:00,467.3,1.13,101.57,2.15,57.53,58.58,5
2020-11-30 16:00:00,467.3,1.33,100.14,2.12,57.63,58.67,5
2020-11-30 17:00:00,460.63,1.74,97.28,2.09,57.83,58.87,5
2020-11-30 18:00:00,473.98,2.27,95.84,2.15,60.49,61.59,5
2020-11-30 19:00:00,487.33,2.51,92.98,2.18,63.65,64.88,5
2020-11-30 20:00:00,500.68,2.7199999999999998,90.84,2.12,65.7,67.02,5
2020-11-30 21:00:00,500.68,2.79,85.12,1.97,66.78,68.2,5
2020-11-30 22:00:00,500.68,2.68,80.11,1.8,67.48,69.02,5
2020-11-30 23:00:00,500.68,2.5700000000000003,75.82,1.65,68.17,69.85,5
2020-12-01 00:00:00,500.68,2.36,72.24,1.54,68.96,70.7,5
2020-12-01 01:00:00,500.68,2.06,70.1,1.48,70.91,72.77,5
2020-12-01 02:00:00,500.68,1.74,71.53,1.49,73.22,75.25,5
2020-12-01 03:00:00,500.68,1.56,70.81,1.46,74.74,76.89,5
2020-12-01 04:00:00,494.0,1.4100000000000001,70.1,1.45,76.14,78.39,5
2020-12-01 05:00:00,494.0,1.32,70.81,1.49,77.46,79.78,5
2020-12-01 06:00:00,494.0,1.32,71.53,1.54,78.46,80.84,5
2020-12-01 07:00:00,500.68,1.65,70.1,1.55,78.11,80.58,5
2020-12-01 08:00:00,507.36,2.04,70.1,1.62,78.15,80.63,5
2020-12-01 09:00:00,514.03,2.12,70.81,1.76,77.75,80.2,5
2020-12-01 10:00:00,514.03,1.8,72.96,1.83,77.79,80.22,5
2020-12-01 11:00:00,507.36,1.31,80.11,1.8599999999999999,76.0,78.27,5
2020-12-01 12:00:00,494.0,1.1,84.4,1.85,74.31,76.49,5
2020-12-01 13:00:00,494.0,1.09,85.12,1.83,73.84,76.03,5
2020-12-01 14:00:00,494.0,1.16,84.4,1.79,73.6,75.82,5
2020-12-01 15:00:00,494.0,1.25,84.4,1.73,74.25,76.44,5
2020-12-01 16:00:00,494.0,1.4100000000000001,84.4,1.7000000000000002,74.97,77.09,5
2020-12-01 17:00:00,514.03,3.38,68.67,1.55,76.43,78.66,5
2020-12-01 18:00:00,560.76,6.6,47.92,1.45,78.05,80.55,5
2020-12-01 19:00:00,600.82,8.31,36.84,1.46,79.49,82.45,5
2020-12-01 20:00:00,614.17,8.57,30.76,1.45,81.44,84.97,5
2020-12-01 21:00:00,600.82,7.45,30.4,1.27,82.08,85.87,5
2020-12-01 22:00:00,567.44,5.74,39.34,1.25,81.2,84.91,5
2020-12-01 23:00:00,487.33,2.1,80.82,1.71,76.21,79.24,5
2020-12-02 00:00:00,473.98,1.65,84.4,1.71,75.51,78.49,5
2020-12-02 01:00:00,467.3,1.5,82.97,1.6400000000000001,74.99,77.99,5
2020-12-02 02:00:00,467.3,1.46,80.11,1.55,74.75,77.81,5
2020-12-02 03:00:00,467.3,1.3900000000000001,76.53,1.4,74.55,77.64,5
2020-12-02 04:00:00,460.63,1.29,73.67,1.28,74.34,77.42,5
2020-12-02 05:00:00,460.63,1.26,70.81,1.21,73.31,76.3,5
2020-12-02 06:00:00,460.63,1.26,70.1,1.18,72.22,74.99,5
2020-12-02 07:00:00,467.3,1.54,69.38,1.21,71.44,74.09,5
2020-12-02 08:00:00,467.3,1.78,70.1,1.28,69.63,72.13,5
2020-12-02 09:00:00,473.98,1.8399999999999999,72.24,1.33,68.0,70.43,5
2020-12-02 10:00:00,473.98,1.65,72.96,1.31,66.51,68.88,5
