time,co,no2,o3,so2,pm2_5,pm10,aqi
2020-11-28 00:00:00,727.65,27.76,26.82,19.31,43.42,53.12,4
2020-11-28 01:00:00,680.92,25.71,23.96,17.64,37.9,46.19,4
2020-11-28 02:00:00,640.87,22.96,22.71,15.97,33.26,40.21,4
2020-11-28 03:00:00,620.84,21.42,21.28,15.14,30.3,36.37,4
2020-11-28 04:00:00,614.17,21.08,19.49,14.78,29.05,34.71,4
2020-11-28 05:00:00,614.17,20.74,18.24,14.19,28.6,34.03,4
2020-11-28 06:00:00,627.52,21.76,15.91,14.19,29.24,34.72,4
2020-11-28 07:00:00,674.25,23.99,11.8,15.26,31.57,37.69,4
2020-11-28 08:00:00,741.01,21.42,15.38,16.93,34.28,41.27,4
2020-11-28 09:00:00,774.38,19.02,24.32,17.17,38.02,45.47,4
2020-11-28 10:00:00,767.71,18.68,37.91,16.69,44.6,52.05,4
2020-11-28 11:00:00,720.98,17.14,59.37,15.26,53.7,60.52,5
2020-11-28 12:00:00,674.25,14.74,82.25,14.9,64.08,70.43,5
2020-11-28 13:00:00,627.52,12.17,100.14,14.42,70.06,76.0,5
2020-11-28 14:00:00,614.17,11.82,105.86,14.78,70.39,76.22,5
2020-11-28 15:00:00,627.52,13.54,105.86,15.26,69.04,74.92,5
2020-11-28 16:00:00,640.87,15.59,103.0,15.5,67.75,73.63,5
2020-11-28 17:00:00,647.54,17.31,98.71,15.5,65.68,71.39,5
2020-11-28 18:00:00,634.19,17.65,92.98,15.26,61.1,66.7,5
2020-11-28 19:00:00,607.49,16.45,85.12,14.9,55.76,61.3,5
2020-11-28 20:00:00,580.79,14.74,79.39,15.02,53.53,59.12,5
2020-11-28 21:00:00,574.11,13.71,75.1,14.9,53.33,58.99,5
2020-11-28 22:00:00,580.79,13.02,70.81,14.19,52.56,58.04,5
2020-11-28 23:00:00,587.46,12.85,63.66,13.59,49.54,54.61,4
2020-11-29 00:00:00,587.46,13.2,53.64,12.88,45.17,49.78,4
2020-11-29 01:00:00,580.79,13.71,44.35,12.52,41.42,45.56,4
2020-11-29 02:00:00,574.11,14.22,37.55,12.16,39.45,43.24,4
2020-11-29 03:00:00,574.11,14.74,32.9,11.92,38.87,42.39,4
2020-11-29 04:00:00,580.79,14.91,30.04,11.44,38.69,42.02,4
2020-11-29 05:00:00,587.46,15.42,27.9,10.97,38.47,41.67,4
2020-11-29 06:00:00,614.17,16.79,25.39,11.21,40.08,43.38,4
2020-11-29 07:00:00,654.22,19.54,21.64,12.64,44.4,48.37,4
2020-11-29 08:00:00,700.95,19.19,23.6,14.07,49.08,53.8,4
2020-11-29 09:00:00,727.65,18.51,29.68,14.66,53.16,58.48,5
2020-11-29 10:00:00,734.33,19.71,36.12,14.9,56.99,62.6,5
2020-11-29 11:00:00,714.3,18.85,47.92,14.9,61.47,66.91,5
2020-11-29 12:00:00,680.92,16.28,65.8,14.42,68.58,73.67,5
2020-11-29 13:00:00,660.9,14.22,80.82,14.07,75.21,80.13,5
2020-11-29 14:00:00,680.92,15.25,83.69,14.66,78.57,83.9,5
2020-11-29 15:00:00,734.33,18.17,80.82,15.97,81.03,87.28,5
2020-11-29 16:00:00,781.06,21.59,72.24,16.69,79.38,86.46,5
2020-11-29 17:00:00,847.82,27.42,57.22,17.41,77.17,85.23,5
2020-11-29 18:00:00,974.66,34.62,42.56,18.6,78.53,88.11,5
2020-11-29 19:00:00,1094.82,40.44,34.33,19.79,84.21,95.53,5
2020-11-29 20:00:00,1148.22,41.47,35.05,19.79,90.41,103.01,5
2020-11-29 21:00:00,1094.82,36.33,44.7,19.07,94.52,107.01,5
2020-11-29 22:00:00,961.3,28.45,58.65,18.84,94.12,105.33,5
2020-11-29 23:00:00,821.11,22.96,69.38,19.07,88.61,97.84,5
2020-11-30 00:00:00,767.71,21.94,70.1,18.36,84.07,92.37,5
2020-11-30 01:00:00,741.01,22.28,68.67,17.64,81.72,89.56,5
2020-11-30 02:00:00,727.65,22.28,67.95,17.88,82.36,89.79,5
2020-11-30 03:00:00,714.3,22.28,69.38,18.12,85.12,92.2,5
2020-11-30 04:00:00,707.63,21.94,71.53,18.12,88.75,95.49,5
2020-11-30 05:00:00,694.28,20.56,75.1,17.88,92.2,98.54,5
2020-11-30 06:00:00,700.95,20.05,77.25,17.64,95.19,101.47,5
2020-11-30 07:00:00,720.98,20.56,77.25,18.12,93.6,100.18,5
2020-11-30 08:00:00,727.65,19.88,76.53,16.93,85.5,92.02,5
2020-11-30 09:00:00,734.33,19.71,73.67,17.17,79.36,86.13,5
2020-11-30 10:00:00,747.68,18.17,75.82,18.12,80.13,87.31,5
2020-11-30 11:00:00,734.33,14.91,90.84,18.6,87.58,94.66,5
2020-11-30 12:00:00,714.3,12.34,114.44,18.6,100.52,107.43,5
2020-11-30 13:00:00,694.28,9.94,140.19,18.36,112.25,118.99,5
2020-11-30 14:00:00,714.3,10.2,155.93,18.36,119.41,126.26,5
2020-11-30 15:00:00,754.36,13.54,157.36,19.07,120.95,128.26,5
2020-11-30 16:00:00,801.09,18.17,144.48,19.79,116.75,124.65,5
2020-11-30 17:00:00,894.55,26.05,120.16,20.74,112.54,121.71,5
2020-11-30 18:00:00,1094.82,37.36,87.26,22.65,114.39,126.01,5
2020-11-30 19:00:00,1295.09,49.35,60.8,25.27,120.72,135.48,5
2020-11-30 20:00:00,1401.9,54.84,46.49,25.03,123.4,140.71,5
2020-11-30 21:00:00,1361.85,49.35,44.35,22.17,120.18,138.9,5
2020-11-30 22:00:00,1308.44,43.18,45.06,20.98,120.85,140.74,5
2020-11-30 23:00:00,1281.74,41.47,43.63,20.74,124.39,145.22,5
2020-12-01 00:00:00,1255.04,41.47,40.05,19.79,124.84,144.74,5
2020-12-01 01:00:00,1214.98,40.78,36.84,18.84,124.87,143.14,5
2020-12-01 02:00:00,1188.28,40.78,33.26,18.6,124.68,141.32,5
2020-12-01 03:00:00,1148.22,41.47,31.83,19.79,123.49,138.74,5
2020-12-01 04:00:00,1041.41,39.76,36.12,21.94,119.46,132.85,5
2020-12-01 05:00:00,854.49,33.93,47.92,24.8,111.64,122.83,5
2020-12-01 06:00:00,807.76,33.59,48.64,26.23,109.5,120.23,5
2020-12-01 07:00:00,841.14,38.04,44.7,29.8,111.15,122.7,5
2020-12-01 08:00:00,881.2,42.16,41.84,32.42,111.81,124.28,5
2020-12-01 09:00:00,907.9,39.07,44.7,32.9,111.63,124.92,5
2020-12-01 10:00:00,894.55,32.9,53.64,31.47,111.38,124.77,5
2020-12-01 11:00:00,774.38,23.65,74.39,27.42,107.39,118.42,5
2020-12-01 12:00:00,714.3,19.71,92.98,25.51,108.93,118.9,5
2020-12-01 13:00:00,687.6,17.31,110.15,24.32,113.49,123.34,5
2020-12-01 14:00:00,680.92,16.11,123.02,23.37,116.92,126.54,5
2020-12-01 15:00:00,687.6,17.48,125.89,23.13,116.01,125.27,5
2020-12-01 16:00:00,714.3,20.22,120.16,23.37,113.32,122.69,5
2020-12-01 17:00:00,907.9,31.53,98.71,24.8,117.74,129.44,5
2020-12-01 18:00:00,1255.04,49.35,64.37,26.94,130.47,146.83,5
2020-12-01 19:00:00,1562.12,63.75,36.84,28.13,145.66,167.14,5
2020-12-01 20:00:00,1789.09,76.08,17.35,28.13,159.67,186.5,5
2020-12-01 21:00:00,2056.12,87.74,4.34,27.66,175.64,207.83,5
2020-12-01 22:00:00,2429.96,98.71,0.24,27.42,196.31,233.62,5
