time,co,no2,o3,so2,pm2_5,pm10
2020-11-28 00:00:00,1161.58,20.56,10.28,3.8200000000000003,58.42,78.92
2020-11-28 01:00:00,1174.93,16.62,17.52,4.17,56.29,75.01
2020-11-28 02:00:00,1081.47,15.42,27.9,4.47,50.17,66.07
2020-11-28 03:00:00,1001.36,16.79,41.84,6.02,50.29,65.52
2020-11-28 04:00:00,841.14,18.85,65.09,10.25,57.57,72.73
2020-11-28 05:00:00,781.06,20.05,74.39,11.21,60.85,75.87
2020-11-28 06:00:00,767.71,19.54,79.39,9.66,56.33,69.4
2020-11-28 07:00:00,714.3,12.34,98.71,5.96,47.38,57.28
2020-11-28 08:00:00,580.79,6.17,105.86,2.95,35.63,43.32
2020-11-28 09:00:00,433.92,3.9,92.98,1.49,21.45,26.72
2020-11-28 10:00:00,360.49,3.56,75.82,1.07,12.48,15.7
2020-11-28 11:00:00,353.81,3.9,67.95,1.13,10.22,12.88
2020-11-28 12:00:00,367.17,4.24,65.8,1.25,9.56,12.35
2020-11-28 13:00:00,370.5,4.28,64.37,1.19,8.52,10.61
2020-11-28 14:00:00,367.17,4.33,64.37,1.1,7.79,9.38
2020-11-28 15:00:00,367.17,4.5,63.66,1.09,8.17,9.7
2020-11-28 16:00:00,373.84,4.8,62.23,1.1,9.25,10.82
2020-11-28 17:00:00,383.85,5.23,59.37,1.07,10.84,12.49
2020-11-28 18:00:00,393.87,5.57,56.51,1.09,12.63,14.5
2020-11-28 19:00:00,413.9,6.08,52.93,1.15,14.23,16.23
2020-11-28 20:00:00,433.92,6.34,50.78,1.19,15.07,16.97
2020-11-28 21:00:00,440.6,6.43,49.35,1.19,15.17,16.9
2020-11-28 22:00:00,453.95,6.68,46.49,1.21,15.34,17.17
2020-11-28 23:00:00,527.38,8.23,39.34,1.46,17.44,20.02
2020-11-29 00:00:00,660.9,11.14,29.68,2.0,21.37,25.55
2020-11-29 01:00:00,794.41,15.42,25.03,4.71,30.22,34.97
2020-11-29 02:00:00,881.2,17.48,29.68,8.35,44.66,48.53
2020-11-29 03:00:00,947.95,17.48,32.9,8.46,50.39,53.46
2020-11-29 04:00:00,821.11,12.85,35.41,4.41,33.94,35.85
2020-11-29 05:00:00,720.98,9.17,40.77,2.33,23.56,24.83
2020-11-29 06:00:00,654.22,6.43,50.78,1.57,21.83,22.85
2020-11-29 07:00:00,660.9,6.08,55.08,1.58,25.91,27.03
2020-11-29 08:00:00,707.63,7.11,52.21,1.8900000000000001,30.54,31.9
2020-11-29 09:00:00,761.03,8.31,47.21,2.21,33.46,35.01
2020-11-29 10:00:00,847.82,10.45,38.62,2.83,37.28,39.25
2020-11-29 11:00:00,961.3,13.71,27.9,3.7,42.45,45.11
2020-11-29 12:00:00,1054.76,16.45,20.56,4.41,47.07,50.49
2020-11-29 13:00:00,1148.22,18.85,15.74,4.83,52.33,56.56
2020-11-29 14:00:00,1214.98,20.91,13.23,5.13,56.81,61.37
2020-11-29 15:00:00,1255.04,22.28,12.52,5.07,58.96,63.58
2020-11-29 16:00:00,1255.04,21.94,12.34,4.35,58.13,62.76
2020-11-29 17:00:00,1214.98,20.39,12.16,3.49,55.35,59.84
2020-11-29 18:00:00,1188.28,19.19,11.44,3.1,53.26,57.4
2020-11-29 19:00:00,1134.87,18.17,10.28,3.07,50.92,54.49
2020-11-29 20:00:00,1094.82,17.82,8.85,3.19,48.47,51.15
2020-11-29 21:00:00,1014.71,17.14,8.14,3.2800000000000002,44.21,46.36
2020-11-29 22:00:00,934.6,15.59,8.49,3.16,37.73,39.46
2020-11-29 23:00:00,854.49,14.05,9.57,2.86,32.09,33.61
2020-11-30 00:00:00,801.09,13.37,11.09,2.92,28.62,30.35
2020-11-30 01:00:00,767.71,13.37,11.98,3.16,26.72,28.74
2020-11-30 02:00:00,761.03,13.71,11.98,3.37,25.77,28.13
2020-11-30 03:00:00,754.36,13.71,12.7,3.55,25.48,28.12
2020-11-30 04:00:00,741.01,13.02,16.09,3.64,24.42,27.02
2020-11-30 05:00:00,754.36,14.05,17.17,4.17,25.8,28.13
2020-11-30 06:00:00,761.03,16.45,22.89,4.47,26.74,28.43
2020-11-30 07:00:00,554.09,10.11,44.7,2.44,15.85,16.86
2020-11-30 08:00:00,393.87,4.88,60.08,1.22,8.98,9.79
2020-11-30 09:00:00,347.14,3.34,65.8,0.9,8.81,9.56
2020-11-30 10:00:00,370.5,3.94,65.09,1.06,11.35,12.34
2020-11-30 11:00:00,427.25,5.74,61.51,1.46,14.17,15.66
2020-11-30 12:00:00,494.0,7.63,56.51,1.8599999999999999,16.65,18.69
2020-11-30 13:00:00,547.41,9.08,52.93,2.12,18.63,21.35
2020-11-30 14:00:00,594.14,10.03,49.35,2.27,20.46,23.75
2020-11-30 15:00:00,647.54,10.97,45.42,2.38,22.59,26.39
2020-11-30 16:00:00,734.33,13.02,37.91,2.56,26.66,31.21
2020-11-30 17:00:00,847.82,15.42,28.97,2.5300000000000002,31.85,37.01
2020-11-30 18:00:00,934.6,17.14,23.25,2.44,36.26,41.59
2020-11-30 19:00:00,1014.71,18.85,19.49,2.44,40.81,45.62
2020-11-30 20:00:00,974.66,17.65,23.6,2.15,38.03,41.41
2020-11-30 21:00:00,741.01,12.17,38.62,1.52,26.14,28.15
2020-11-30 22:00:00,420.57,4.84,62.23,0.78,11.47,12.33
2020-11-30 23:00:00,327.11,2.79,69.38,0.63,7.78,8.44
2020-12-01 00:00:00,307.08,2.55,70.81,0.71,7.18,7.96
2020-12-01 01:00:00,303.75,2.7199999999999998,70.81,0.81,7.22,8.11
2020-12-01 02:00:00,307.08,2.96,70.1,0.92,7.46,8.42
2020-12-01 03:00:00,307.08,2.91,68.67,1.03,7.95,8.99
2020-12-01 04:00:00,303.75,2.7199999999999998,69.38,1.06,8.34,9.36
2020-12-01 05:00:00,287.06,2.36,71.53,0.9400000000000001,8.16,9.07
2020-12-01 06:00:00,273.71,2.01,74.39,0.81,8.31,9.13
2020-12-01 07:00:00,270.37,2.08,75.82,0.79,8.73,9.52
2020-12-01 08:00:00,273.71,2.44,75.1,0.85,9.68,10.54
2020-12-01 09:00:00,273.71,2.74,74.39,0.9,10.36,11.29
2020-12-01 10:00:00,273.71,3.09,74.39,1.0,11.11,12.25
2020-12-01 11:00:00,283.72,3.47,74.39,1.1,11.67,13.07
2020-12-01 12:00:00,293.73,3.6,75.1,1.19,12.27,14.04
2020-12-01 13:00:00,287.06,3.38,77.25,1.22,13.43,16.16
2020-12-01 14:00:00,277.04,3.0,79.39,1.21,14.63,19.06
2020-12-01 15:00:00,277.04,2.87,79.39,1.21,15.56,23.13
2020-12-01 16:00:00,277.04,2.83,78.68,1.18,15.72,25.47
2020-12-01 17:00:00,277.04,2.79,78.68,1.06,15.12,26.25
2020-12-01 18:00:00,277.04,2.66,79.39,0.9400000000000001,14.3,25.54
2020-12-01 19:00:00,277.04,2.5300000000000002,80.11,0.89,13.49,25.39
2020-12-01 20:00:00,277.04,2.36,81.54,0.88,12.55,25.27
2020-12-01 21:00:00,270.37,2.16,83.69,0.87,11.57,25.26
2020-12-01 22:00:00,263.69,1.99,85.12,0.86,10.67,24.73
2020-12-01 23:00:00,260.35,1.99,85.12,0.86,10.0,24.17
2020-12-02 00:00:00,267.03,2.21,84.4,0.97,9.79,23.86
2020-12-02 01:00:00,277.04,2.31,83.69,1.09,10.0,22.6
2020-12-02 02:00:00,283.72,2.25,84.4,1.13,10.92,20.97
2020-12-02 03:00:00,280.38,2.08,85.83,1.16,12.34,19.78
2020-12-02 04:00:00,257.02,1.8900000000000001,82.25,1.13,13.4,19.65
2020-12-02 05:00:00,230.31,1.54,79.39,1.06,13.15,18.55
2020-12-02 06:00:00,216.96,1.33,80.82,1.04,12.99,18.09
2020-12-02 07:00:00,220.3,1.25,84.4,1.07,13.81,18.98
2020-12-02 08:00:00,226.97,1.29,85.83,1.07,15.67,21.61
2020-12-02 09:00:00,233.65,1.3900000000000001,85.83,1.04,16.66,23.69
2020-12-02 10:00:00,243.66,1.8900000000000001,84.4,1.09,16.99,25.43
2020-12-02 11:00:00,257.02,2.61,82.97,1.28,17.63,28.09
2020-12-02 12:00:00,273.71,2.96,82.25,1.45,17.17,28.85
2020-12-02 13:00:00,283.72,3.09,82.97,1.57,17.71,29.78
2020-12-02 14:00:00,293.73,3.21,83.69,1.6400000000000001,18.47,30.81
2020-12-02 15:00:00,307.08,3.43,83.69,1.6800000000000002,18.02,29.9
2020-12-02 16:00:00,323.77,3.98,82.25,1.7000000000000002,16.93,27.69
2020-12-02 17:00:00,347.14,4.8,77.96,1.67,16.16,25.82
2020-12-02 18:00:00,370.5,5.48,74.39,1.65,15.83,24.58
2020-12-02 19:00:00,413.9,6.68,67.95,1.76,16.75,25.06
2020-12-02 20:00:00,480.65,8.57,57.94,1.88,19.71,28.22
2020-12-02 21:00:00,574.11,10.63,46.49,2.0,24.26,33.62
2020-12-02 22:00:00,680.92,12.85,34.33,2.38,30.59,41.34
2020-12-02 23:00:00,787.74,15.08,22.35,3.1,38.89,52.36
2020-12-03 00:00:00,961.3,19.02,11.98,5.01,51.48,69.19
2020-12-03 01:00:00,1121.52,21.42,16.27,10.25,63.58,83.21
2020-12-03 02:00:00,1174.93,24.33,28.25,13.95,69.77,88.56
2020-12-03 03:00:00,1241.68,28.45,45.42,15.5,77.47,96.48
2020-12-03 04:00:00,821.11,17.82,82.25,10.01,55.16,68.17
2020-12-03 05:00:00,640.87,9.43,113.01,6.8,50.04,60.45
2020-12-03 06:00:00,534.06,5.23,130.18,4.83,45.61,54.32
2020-12-03 07:00:00,453.95,3.3,135.9,3.46,39.16,46.28
2020-12-03 08:00:00,420.57,3.34,131.61,2.86,34.38,40.84
2020-12-03 09:00:00,400.54,3.9,118.73,2.41,27.45,33.4
2020-12-03 10:00:00,627.52,13.2,81.54,3.73,30.06,38.24
2020-12-03 11:00:00,1041.41,27.08,40.77,5.6,43.09,55.78
2020-12-03 12:00:00,1428.6,37.01,16.63,6.86,60.22,78.16
2020-12-03 13:00:00,1695.63,40.1,4.74,7.15,74.45,96.67
2020-12-03 14:00:00,1789.09,37.01,2.39,6.14,80.38,103.67
2020-12-03 15:00:00,1682.28,34.27,5.8100000000000005,5.07,76.38,98.04
2020-12-03 16:00:00,1415.25,28.79,16.27,4.11,65.21,84.52
2020-12-03 17:00:00,1388.55,26.73,15.2,3.49,66.11,86.78
2020-12-03 18:00:00,1388.55,25.36,11.98,3.13,68.06,91.23
2020-12-03 19:00:00,1482.01,25.36,8.23,3.01,74.94,100.29
2020-12-03 20:00:00,1655.58,27.08,7.15,2.8,85.89,112.34
2020-12-03 21:00:00,1762.39,29.47,8.23,2.86,95.51,121.38
2020-12-03 22:00:00,1695.63,30.5,8.4,4.17,94.08,119.48
2020-12-03 23:00:00,1508.71,30.16,6.62,5.25,82.25,104.68
2020-12-04 00:00:00,1108.17,23.31,12.52,5.07,56.83,72.72
2020-12-04 01:00:00,807.76,13.88,26.11,4.59,38.7,50.85
2020-12-04 02:00:00,700.95,10.71,38.27,4.89,36.16,48.17
2020-12-04 03:00:00,674.25,9.34,59.37,5.42,42.66,55.96
2020-12-04 04:00:00,534.06,4.11,108.72,5.42,51.13,64.97
2020-12-04 05:00:00,500.68,2.49,130.18,5.36,60.67,74.22
2020-12-04 06:00:00,487.33,2.21,140.19,5.25,65.55,78.93
2020-12-04 07:00:00,534.06,3.86,143.05,5.25,70.52,84.36
2020-12-04 08:00:00,640.87,7.28,140.19,5.66,77.19,92.17
2020-12-04 09:00:00,761.03,11.48,133.04,6.32,81.26,97.43
2020-12-04 10:00:00,961.3,18.68,111.58,7.21,88.44,106.5
2020-12-04 11:00:00,1268.39,27.42,80.11,7.99,103.91,124.89
2020-12-04 12:00:00,1508.71,32.9,61.51,7.99,122.97,146.74
2020-12-04 13:00:00,1535.42,31.19,62.94,7.21,138.23,163.56
2020-12-04 14:00:00,1468.66,26.73,64.37,6.44,145.62,172.08
2020-12-04 15:00:00,1428.6,23.99,58.65,5.78,144.14,171.39
2020-12-04 16:00:00,1482.01,25.02,43.27,5.19,139.88,167.41
2020-12-04 17:00:00,1642.23,28.45,24.32,4.71,142.45,169.81
2020-12-04 18:00:00,1869.2,30.85,10.1,4.41,153.42,180.43
2020-12-04 19:00:00,2189.64,29.47,1.35,4.23,179.87,206.5
2020-12-04 20:00:00,2510.07,23.65,0.18,3.52,210.99,236.87
2020-12-04 21:00:00,2723.69,22.62,0.13,3.07,236.65,259.31
2020-12-04 22:00:00,2777.1,27.42,0.18,3.13,245.89,266.11
2020-12-04 23:00:00,3017.43,29.82,0.04,3.34,252.74,274.65
2020-12-05 00:00:00,3097.53,27.42,0.41000000000000003,3.8200000000000003,242.63,266.03
2020-12-05 01:00:00,2883.91,27.76,4.6,4.47,214.77,237.17
2020-12-05 02:00:00,2803.8,28.1,14.13,4.89,206.88,229.76
2020-12-05 03:00:00,2777.1,30.5,35.41,5.25,209.4,233.24
2020-12-05 04:00:00,1241.68,11.14,111.58,3.7,124.12,141.34
2020-12-05 05:00:00,974.66,6.17,133.04,3.19,108.1,123.14
2020-12-05 06:00:00,921.25,4.71,144.48,3.04,108.9,122.81
2020-12-05 07:00:00,881.2,4.76,147.34,3.25,107.26,120.03
2020-12-05 08:00:00,854.49,6.34,138.76,3.8200000000000003,100.99,112.46
2020-12-05 09:00:00,821.11,8.05,124.45,4.23,88.56,98.33
2020-12-05 10:00:00,1041.41,17.48,86.55,5.25,88.87,99.88
2020-12-05 11:00:00,1468.66,30.85,43.99,6.26,104.24,118.95
2020-12-05 12:00:00,1869.2,39.41,18.6,6.74,122.37,141.26
2020-12-05 13:00:00,2243.04,43.87,4.34,7.03,143.52,167.12
2020-12-05 14:00:00,2483.37,41.47,0.6000000000000001,6.62,160.84,188.51
2020-12-05 15:00:00,2590.18,38.04,0.36,6.02,171.56,200.28
2020-12-05 16:00:00,2429.96,37.36,2.1,5.54,163.98,188.28
2020-12-05 17:00:00,2243.04,35.99,3.76,4.95,149.53,169.69
2020-12-05 18:00:00,2162.93,36.67,3.89,4.71,140.66,158.11
2020-12-05 19:00:00,2056.12,38.04,6.62,4.47,127.36,142.67
2020-12-05 20:00:00,1708.98,32.56,12.7,3.93,100.98,113.13
2020-12-05 21:00:00,1201.63,22.96,22.17,3.76,66.13,74.42
2020-12-05 22:00:00,867.84,15.59,30.76,3.8200000000000003,44.67,50.56
2020-12-05 23:00:00,774.38,13.37,33.62,3.87,40.04,45.4
2020-12-06 00:00:00,734.33,12.85,35.41,4.11,40.08,45.66
2020-12-06 01:00:00,707.63,11.82,39.34,4.23,39.08,44.87
2020-12-06 02:00:00,700.95,10.2,47.92,4.23,39.21,45.25
2020-12-06 03:00:00,694.28,8.48,65.8,4.17,42.72,49.12
2020-12-06 04:00:00,607.49,5.66,83.69,3.43,41.85,47.18
2020-12-06 05:00:00,560.76,3.81,97.28,3.04,43.71,48.35
2020-12-06 06:00:00,547.41,3.13,108.72,2.98,48.03,52.47
2020-12-06 07:00:00,534.06,3.0,117.3,3.07,50.67,54.63
2020-12-06 08:00:00,534.06,3.68,117.3,3.07,50.25,53.72
2020-12-06 09:00:00,554.09,4.84,114.44,3.19,51.29,54.61
2020-12-06 10:00:00,720.98,10.03,101.57,3.99,65.17,70.05
2020-12-06 11:00:00,961.3,15.59,87.26,4.95,92.73,100.28
2020-12-06 12:00:00,1134.87,17.65,80.11,5.13,121.7,132.16
2020-12-06 13:00:00,1188.28,17.31,72.24,4.41,136.29,150.03
2020-12-06 14:00:00,1188.28,17.48,58.65,3.87,130.42,146.86
