time,co,no2,o3,so2,pm2_5,pm10
2020-11-28 00:00:00,614.17,12.17,21.82,6.62,25.86,29.88
2020-11-28 01:00:00,634.19,11.14,23.96,6.97,27.64,32.07
2020-11-28 02:00:00,640.87,9.43,31.83,7.09,30.52,34.89
2020-11-28 03:00:00,627.52,9.0,42.56,6.97,34.92,39.11
2020-11-28 04:00:00,600.82,8.23,57.94,6.68,39.63,43.36
2020-11-28 05:00:00,580.79,7.45,73.67,6.5,44.22,47.57
2020-11-28 06:00:00,560.76,6.6,85.83,6.32,48.76,51.82
2020-11-28 07:00:00,540.73,6.34,92.98,6.38,50.27,53.24
2020-11-28 08:00:00,520.71,6.43,95.84,6.5600000000000005,48.65,51.54
2020-11-28 09:00:00,507.36,6.6,94.41,6.5,46.18,48.98
2020-11-28 10:00:00,514.03,6.86,91.55,6.44,44.48,47.26
2020-11-28 11:00:00,527.38,7.03,87.98,6.62,44.96,47.82
2020-11-28 12:00:00,554.09,6.86,83.69,6.86,45.08,48.14
2020-11-28 13:00:00,560.76,6.86,77.25,6.8,41.69,44.83
2020-11-28 14:00:00,554.09,7.2,67.23,6.38,35.91,39.09
2020-11-28 15:00:00,540.73,8.23,52.21,5.96,31.06,34.24
2020-11-28 16:00:00,527.38,9.0,42.92,5.66,28.08,31.03
2020-11-28 17:00:00,514.03,8.82,40.05,5.31,27.39,29.84
2020-11-28 18:00:00,507.36,8.57,39.7,5.19,28.54,30.73
2020-11-28 19:00:00,520.71,8.74,38.27,5.36,31.14,33.27
2020-11-28 20:00:00,540.73,9.68,35.41,5.78,34.54,36.73
2020-11-28 21:00:00,560.76,10.88,31.83,6.26,38.15,40.4
2020-11-28 22:00:00,574.11,12.0,29.68,6.68,42.0,44.37
2020-11-28 23:00:00,587.46,12.85,28.97,7.09,44.77,47.43
2020-11-29 00:00:00,607.49,14.05,28.61,7.75,46.36,49.82
2020-11-29 01:00:00,634.19,13.2,32.19,8.35,47.86,51.95
2020-11-29 02:00:00,627.52,10.2,43.99,8.35,50.25,54.34
2020-11-29 03:00:00,600.82,7.8,61.51,7.87,55.77,59.49
2020-11-29 04:00:00,574.11,5.91,80.11,7.33,61.72,64.95
