time,co,no2,o3,so2,pm2_5,pm10,aqi
2020-11-28 00:00:00,2696.99,37.01,0.0,8.82,120.43,151.84,5
2020-11-28 01:00:00,2696.99,39.07,0.0,5.19,125.59,151.16,5
2020-11-28 02:00:00,1495.36,41.47,3.76,5.31,63.2,76.06,5
2020-11-28 03:00:00,881.2,28.45,11.98,5.19,33.5,41.03,4
2020-11-28 04:00:00,700.95,25.71,14.66,5.36,24.73,30.78,3
2020-11-28 05:00:00,674.25,30.5,11.98,8.11,23.73,29.73,3
2020-11-28 06:00:00,607.49,30.16,13.05,10.13,20.8,26.28,3
2020-11-28 07:00:00,547.41,23.65,20.39,9.18,17.07,21.9,2
2020-11-28 08:00:00,554.09,17.31,28.97,10.13,15.74,20.89,2
2020-11-28 09:00:00,680.92,20.74,33.62,17.64,20.01,27.07,3
2020-11-28 10:00:00,847.82,30.5,49.35,30.28,29.15,38.37,4
2020-11-28 11:00:00,687.6,23.31,92.98,27.18,28.83,35.89,4
2020-11-28 12:00:00,627.52,17.65,130.18,26.46,37.02,43.35,4
2020-11-28 13:00:00,654.22,17.48,157.36,31.95,49.04,56.09,4
2020-11-28 14:00:00,634.19,16.45,164.51,31.47,50.27,57.16,5
2020-11-28 15:00:00,587.46,18.68,143.05,28.13,39.86,46.22,4
2020-11-28 16:00:00,587.46,24.68,113.01,26.7,29.02,35.43,4
2020-11-28 17:00:00,627.52,30.16,82.97,25.27,23.05,29.28,3
2020-11-28 18:00:00,700.95,33.93,62.94,23.6,23.9,30.17,3
2020-11-28 19:00:00,754.36,32.9,52.93,20.03,26.48,32.98,4
2020-11-28 20:00:00,727.65,25.71,48.64,12.88,25.37,31.73,4
2020-11-28 21:00:00,707.63,21.08,43.63,8.82,23.38,29.32,3
2020-11-28 22:00:00,720.98,20.05,38.62,7.33,23.17,28.43,3
2020-11-28 23:00:00,754.36,20.05,33.26,6.38,25.14,29.79,4
2020-11-29 00:00:00,801.09,19.19,26.82,5.25,28.06,32.45,4
2020-11-29 01:00:00,827.79,17.65,22.53,4.35,30.43,34.5,4
2020-11-29 02:00:00,841.14,15.25,19.67,3.52,32.08,35.91,4
2020-11-29 03:00:00,867.84,13.54,16.63,2.92,33.98,37.58,4
2020-11-29 04:00:00,921.25,13.2,13.23,2.56,36.48,39.97,4
2020-11-29 05:00:00,1001.36,13.71,9.39,2.35,39.89,43.25,4
2020-11-29 06:00:00,1134.87,15.08,5.41,2.24,44.37,47.62,4
2020-11-29 07:00:00,1308.44,16.62,2.33,2.35,50.12,54.01,5
2020-11-29 08:00:00,1094.82,14.57,11.98,2.33,39.38,42.48,4
2020-11-29 09:00:00,921.25,11.82,19.85,2.21,33.15,35.64,4
2020-11-29 10:00:00,761.03,9.6,31.47,2.15,29.4,31.46,4
2020-11-29 11:00:00,627.52,7.28,49.35,1.8900000000000001,28.0,29.51,4
2020-11-29 12:00:00,600.82,7.28,55.79,2.21,28.78,30.27,4
2020-11-29 13:00:00,634.19,12.68,52.21,5.6,29.78,31.74,4
2020-11-29 14:00:00,687.6,16.28,50.78,8.82,30.48,32.43,4
2020-11-29 15:00:00,734.33,17.82,49.35,9.18,31.38,33.28,4
2020-11-29 16:00:00,794.41,21.59,43.99,10.37,33.45,35.65,4
2020-11-29 17:00:00,881.2,27.76,33.26,12.16,36.7,39.5,4
2020-11-29 18:00:00,934.6,27.76,22.71,8.82,36.95,39.87,4
2020-11-29 19:00:00,921.25,20.22,19.13,4.65,34.41,37.06,4
2020-11-29 20:00:00,934.6,16.97,14.66,3.34,35.07,38.15,4
2020-11-29 21:00:00,1041.41,17.99,8.23,3.43,39.78,43.96,4
2020-11-29 22:00:00,1134.87,18.85,3.98,3.7,44.7,50.11,4
2020-11-29 23:00:00,1188.28,19.02,2.06,3.61,47.59,54.07,4
2020-11-30 00:00:00,1134.87,17.99,2.17,2.8,45.86,52.17,4
2020-11-30 01:00:00,1041.41,16.45,3.58,2.33,41.79,47.47,4
2020-11-30 02:00:00,907.9,13.71,6.26,1.94,36.05,40.49,4
2020-11-30 03:00:00,814.44,11.48,8.58,1.6800000000000002,31.27,34.57,4
2020-11-30 04:00:00,714.3,9.77,11.98,1.55,26.35,28.73,4
2020-11-30 05:00:00,600.82,7.88,17.35,1.46,20.73,22.24,3
2020-11-30 06:00:00,534.06,7.11,21.1,1.46,18.04,19.2,2
2020-11-30 07:00:00,514.03,7.63,22.71,1.7000000000000002,17.19,18.43,2
2020-11-30 08:00:00,534.06,9.25,21.99,2.24,16.99,18.73,2
2020-11-30 09:00:00,560.76,10.8,20.39,2.95,17.2,19.92,2
2020-11-30 10:00:00,594.14,12.85,19.85,4.29,17.98,22.1,2
2020-11-30 11:00:00,534.06,10.88,31.83,4.17,15.66,19.33,2
2020-11-30 12:00:00,514.03,12.68,36.84,5.48,15.78,19.35,2
2020-11-30 13:00:00,567.44,19.88,33.62,10.01,19.39,23.82,2
2020-11-30 14:00:00,620.84,22.96,32.19,11.44,22.0,26.61,3
2020-11-30 15:00:00,694.28,25.02,29.68,11.21,24.94,29.54,3
2020-11-30 16:00:00,814.44,31.19,23.96,13.59,30.23,35.39,4
2020-11-30 17:00:00,1068.12,44.55,10.37,16.69,40.83,47.76,4
2020-11-30 18:00:00,1348.5,50.72,0.68,16.21,51.51,59.69,5
2020-11-30 19:00:00,1535.42,45.24,0.01,14.31,58.13,66.05,5
2020-11-30 20:00:00,1668.93,41.47,0.0,14.19,65.23,72.6,5
2020-11-30 21:00:00,1708.98,40.44,0.0,14.54,70.63,77.11,5
2020-11-30 22:00:00,1615.52,39.41,0.0,13.95,71.34,77.19,5
2020-11-30 23:00:00,1735.69,30.85,0.0,9.89,78.3,84.52,5
2020-12-01 00:00:00,1949.31,21.94,0.0,6.91,88.06,94.06,5
2020-12-01 01:00:00,2136.23,17.14,0.0,5.6,97.97,103.22,5
2020-12-01 02:00:00,2216.34,13.02,0.0,4.59,104.41,109.27,5
2020-12-01 03:00:00,2296.45,10.11,0.0,3.99,109.9,114.68,5
