time,co,no2,o3,so2,pm2_5,pm10,aqi
2020-11-28 00:00:00,480.65,9.25,4.02,1.34,16.35,21.29,2
2020-11-28 01:00:00,460.63,8.05,2.33,0.9400000000000001,16.75,21.16,2
2020-11-28 02:00:00,397.21,5.48,2.95,0.5700000000000001,15.65,19.26,2
2020-11-28 03:00:00,353.81,3.86,3.26,0.43,14.82,17.8,2
2020-11-28 04:00:00,327.11,3.09,3.09,0.4,14.3,16.86,2
2020-11-28 05:00:00,313.76,2.74,2.95,0.41000000000000003,13.65,15.92,2
2020-11-28 06:00:00,303.75,2.64,3.31,0.45,12.84,14.95,2
2020-11-28 07:00:00,307.08,2.36,5.72,0.64,12.23,14.4,2
2020-11-28 08:00:00,327.11,2.25,13.05,0.98,11.61,13.79,2
2020-11-28 09:00:00,377.18,3.73,23.6,1.58,12.72,15.05,2
2020-11-28 10:00:00,473.98,5.74,48.64,2.5,17.07,19.89,2
2020-11-28 11:00:00,327.11,2.1,76.53,1.52,7.31,8.55,1
2020-11-28 12:00:00,293.73,1.44,74.39,1.0,4.06,4.75,1
2020-11-28 13:00:00,280.38,1.15,72.24,0.72,2.34,2.69,1
2020-11-28 14:00:00,287.06,1.54,69.38,0.89,2.38,2.6,1
2020-11-28 15:00:00,297.07,2.29,62.23,1.12,3.18,3.37,1
2020-11-28 16:00:00,303.75,2.66,54.36,1.0,3.98,4.16,1
2020-11-28 17:00:00,320.44,3.34,45.06,0.97,5.13,5.37,1
2020-11-28 18:00:00,347.14,4.54,36.12,1.12,6.58,6.98,1
2020-11-28 19:00:00,367.17,5.23,30.04,1.22,8.03,8.63,1
2020-11-28 20:00:00,383.85,5.57,25.75,1.34,9.85,10.8,1
2020-11-28 21:00:00,393.87,5.48,21.64,1.33,11.44,12.79,2
2020-11-28 22:00:00,393.87,5.36,18.24,1.3,12.28,13.97,2
2020-11-28 23:00:00,403.88,5.48,13.95,1.22,12.89,14.84,2
2020-11-29 00:00:00,407.22,5.48,9.03,0.9500000000000001,13.05,14.98,2
2020-11-29 01:00:00,397.21,4.76,5.54,0.68,12.36,13.82,2
2020-11-29 02:00:00,380.52,3.68,3.67,0.44,10.66,11.53,2
2020-11-29 03:00:00,383.85,3.04,3.4,0.37,9.3,9.87,1
2020-11-29 04:00:00,397.21,2.79,3.31,0.37,8.7,9.17,1
2020-11-29 05:00:00,407.22,2.7199999999999998,3.17,0.4,8.43,8.88,1
2020-11-29 06:00:00,413.9,2.7,2.8200000000000003,0.42,8.47,8.92,1
2020-11-29 07:00:00,417.23,2.91,3.13,0.54,8.73,9.24,1
2020-11-29 08:00:00,417.23,3.38,6.35,0.76,8.72,9.27,1
2020-11-29 09:00:00,413.9,3.64,9.92,0.97,8.51,9.14,1
2020-11-29 10:00:00,407.22,3.51,14.48,1.13,8.25,8.93,1
2020-11-29 11:00:00,370.5,2.87,26.46,1.21,6.95,7.55,1
2020-11-29 12:00:00,373.84,2.87,33.62,1.45,7.31,7.87,1
2020-11-29 13:00:00,417.23,3.3,39.7,1.85,9.88,10.46,1
2020-11-29 14:00:00,453.95,3.26,44.7,1.97,13.09,13.66,2
2020-11-29 15:00:00,460.63,3.13,43.27,1.9100000000000001,14.38,14.93,2
2020-11-29 16:00:00,460.63,3.09,39.7,1.73,14.55,15.09,2
2020-11-29 17:00:00,520.71,5.74,20.39,1.5899999999999999,16.77,17.6,2
2020-11-29 18:00:00,614.17,9.43,7.6,2.15,20.48,21.71,3
2020-11-29 19:00:00,680.92,13.02,3.84,3.37,23.57,25.19,3
2020-11-29 20:00:00,767.71,17.82,3.13,4.89,27.61,29.53,4
2020-11-29 21:00:00,814.44,19.88,2.17,5.48,31.37,33.44,4
2020-11-29 22:00:00,827.79,18.51,0.98,5.13,33.96,36.09,4
2020-11-29 23:00:00,807.76,14.05,0.4,3.79,34.84,36.82,4
