time,co,no2,o3,so2,pm2_5,pm10,aqi
2020-11-28 00:00:00,317.1,2.42,67.23,1.01,15.45,19.11,2
2020-11-28 01:00:00,310.42,2.19,63.66,0.88,15.2,18.78,2
2020-11-28 02:00:00,303.75,1.97,60.8,0.75,14.7,18.19,2
2020-11-28 03:00:00,293.73,1.78,58.65,0.63,13.24,16.47,2
2020-11-28 04:00:00,283.72,1.63,57.94,0.52,11.19,13.93,2
2020-11-28 05:00:00,280.38,1.52,57.22,0.45,9.15,11.36,1
2020-11-28 06:00:00,277.04,1.48,57.22,0.44,7.48,9.27,1
2020-11-28 07:00:00,283.72,1.71,57.22,0.54,6.34,7.93,1
2020-11-28 08:00:00,293.73,1.71,59.37,0.62,5.6,7.1,1
2020-11-28 09:00:00,293.73,1.37,65.8,0.63,5.37,6.78,1
2020-11-28 10:00:00,293.73,0.9,72.24,0.56,5.54,6.83,1
2020-11-28 11:00:00,293.73,0.56,76.53,0.42,5.46,6.37,1
2020-11-28 12:00:00,303.75,0.56,77.25,0.41000000000000003,5.65,6.46,1
2020-11-28 13:00:00,313.76,0.66,77.25,0.44,5.47,6.23,1
2020-11-28 14:00:00,323.77,1.1,75.82,0.59,5.25,5.99,1
2020-11-28 15:00:00,333.79,1.56,73.67,0.7000000000000001,5.38,6.12,1
2020-11-28 16:00:00,343.8,2.01,70.1,0.78,5.58,6.34,1
2020-11-28 17:00:00,353.81,2.64,66.52,0.86,6.04,6.82,1
2020-11-28 18:00:00,377.18,3.26,61.51,0.9500000000000001,7.32,8.14,1
2020-11-28 19:00:00,400.54,3.51,56.51,1.0,9.3,10.23,1
2020-11-28 20:00:00,453.95,5.14,44.7,1.24,12.21,14.39,2
2020-11-28 21:00:00,500.68,6.94,32.9,1.42,15.24,19.01,2
2020-11-28 22:00:00,534.06,7.97,24.68,1.6099999999999999,17.92,23.03,2
2020-11-28 23:00:00,580.79,9.34,17.88,1.8599999999999999,20.5,27.09,3
2020-11-29 00:00:00,594.14,9.43,14.48,1.54,21.96,28.64,3
2020-11-29 01:00:00,567.44,7.88,14.48,1.15,22.41,28.08,3
2020-11-29 02:00:00,534.06,6.0,17.7,0.92,22.47,26.85,3
2020-11-29 03:00:00,487.33,4.46,22.53,0.75,21.17,24.45,3
2020-11-29 04:00:00,433.92,3.21,29.33,0.63,19.07,21.5,2
2020-11-29 05:00:00,383.85,2.1,40.77,0.56,17.76,19.36,2
2020-11-29 06:00:00,387.19,1.82,47.21,0.6000000000000001,20.21,21.8,3
2020-11-29 07:00:00,423.91,2.08,53.64,0.8200000000000001,24.14,25.88,3
2020-11-29 08:00:00,453.95,2.12,62.23,0.98,24.93,26.06,3
2020-11-29 09:00:00,467.3,2.19,64.37,1.12,23.12,23.85,3
2020-11-29 10:00:00,467.3,1.9500000000000002,62.23,1.16,21.67,22.24,3
2020-11-29 11:00:00,467.3,1.54,60.08,1.07,21.02,21.48,3
2020-11-29 12:00:00,460.63,1.37,55.08,0.9400000000000001,20.76,21.15,3
2020-11-29 13:00:00,467.3,1.31,52.21,0.85,21.01,21.36,3
2020-11-29 14:00:00,480.65,1.33,50.78,0.8200000000000001,21.79,22.13,3
2020-11-29 15:00:00,480.65,1.3900000000000001,47.21,0.8,21.05,21.38,3
2020-11-29 16:00:00,473.98,1.46,43.27,0.75,18.41,18.72,2
2020-11-29 17:00:00,467.3,1.76,40.05,0.73,16.22,16.62,2
2020-11-29 18:00:00,467.3,2.23,36.48,0.76,15.41,15.92,2
2020-11-29 19:00:00,467.3,2.38,34.33,0.78,15.09,15.73,2
2020-11-29 20:00:00,460.63,2.21,32.9,0.72,14.9,15.63,2
2020-11-29 21:00:00,447.27,1.99,32.9,0.66,14.33,15.05,2
2020-11-29 22:00:00,423.91,1.8599999999999999,33.98,0.6000000000000001,13.22,13.91,2
2020-11-29 23:00:00,393.87,1.8,35.76,0.54,12.12,12.74,2
2020-11-30 00:00:00,370.5,1.69,37.91,0.46,11.72,12.21,2
2020-11-30 01:00:00,357.15,1.63,38.98,0.44,11.9,12.35,2
2020-11-30 02:00:00,353.81,1.56,39.7,0.46,12.06,12.47,2
2020-11-30 03:00:00,350.48,1.5,40.41,0.47000000000000003,12.0,12.36,2
2020-11-30 04:00:00,350.48,1.46,39.34,0.48,11.89,12.22,2
