time,co,no2,o3,so2,pm2_5,pm10,aqi
2020-11-28 00:00:00,427.25,6.26,57.94,1.94,21.33,29.57,3
2020-11-28 01:00:00,433.92,6.08,50.78,1.58,21.08,29.14,3
2020-11-28 02:00:00,480.65,6.94,36.48,1.33,22.81,31.54,3
2020-11-28 03:00:00,567.44,7.71,22.35,1.33,26.81,36.63,4
2020-11-28 04:00:00,654.22,8.14,12.88,1.58,31.26,41.48,4
2020-11-28 05:00:00,720.98,8.65,7.96,2.0,34.69,44.55,4
2020-11-28 06:00:00,774.38,9.68,4.78,2.24,36.56,45.82,4
2020-11-28 07:00:00,867.84,11.65,4.29,3.31,36.93,45.49,4
2020-11-28 08:00:00,554.09,6.94,36.12,2.38,20.63,24.96,3
2020-11-28 09:00:00,560.76,6.94,58.65,2.83,21.56,25.94,3
2020-11-28 10:00:00,580.79,5.74,94.41,3.01,26.81,31.71,4
2020-11-28 11:00:00,397.21,2.19,97.28,1.46,17.79,20.95,2
2020-11-28 12:00:00,357.15,1.54,91.55,0.98,15.15,17.99,2
2020-11-28 13:00:00,343.8,1.3900000000000001,86.55,0.79,14.7,17.62,2
2020-11-28 14:00:00,330.45,1.5899999999999999,80.82,0.73,13.38,15.81,2
2020-11-28 15:00:00,317.1,1.65,77.25,0.75,10.43,12.08,2
2020-11-28 16:00:00,303.75,1.5899999999999999,73.67,0.72,6.52,7.63,1
2020-11-28 17:00:00,310.42,2.27,69.38,0.75,5.71,6.52,1
2020-11-28 18:00:00,313.76,3.0,65.09,0.78,5.41,6.01,1
2020-11-28 19:00:00,307.08,3.13,63.66,0.78,5.75,6.32,1
2020-11-28 20:00:00,297.07,2.79,62.94,0.78,6.91,7.71,1
2020-11-28 21:00:00,290.39,2.51,62.94,0.81,8.41,9.66,1
2020-11-28 22:00:00,293.73,2.46,62.23,0.89,9.54,11.25,1
2020-11-28 23:00:00,330.45,3.77,56.51,1.19,10.86,13.22,2
2020-11-29 00:00:00,377.18,5.01,48.64,1.28,11.96,14.94,2
2020-11-29 01:00:00,410.56,5.23,40.41,1.15,12.72,16.15,2
2020-11-29 02:00:00,460.63,6.17,29.68,1.19,13.63,17.87,2
2020-11-29 03:00:00,600.82,14.74,16.81,4.35,20.97,27.25,3
2020-11-29 04:00:00,867.84,37.01,8.32,13.71,43.58,51.63,4
2020-11-29 05:00:00,1014.71,58.95,4.38,23.37,65.53,73.49,5
2020-11-29 06:00:00,1014.71,57.58,2.77,21.7,66.7,74.64,5
2020-11-29 07:00:00,947.95,49.35,3.58,18.84,58.52,66.7,5
2020-11-29 08:00:00,881.2,39.76,7.87,16.21,48.28,54.88,4
2020-11-29 09:00:00,834.47,30.16,12.52,12.64,39.4,44.11,4
2020-11-29 10:00:00,761.03,21.25,18.6,8.23,31.19,34.69,4
2020-11-29 11:00:00,627.52,13.37,30.76,4.23,22.04,24.5,3
2020-11-29 12:00:00,534.06,8.82,40.41,2.24,17.13,18.93,2
2020-11-29 13:00:00,500.68,6.6,43.63,1.52,15.77,17.27,2
2020-11-29 14:00:00,500.68,5.91,43.99,1.37,15.4,16.67,2
2020-11-29 15:00:00,500.68,5.91,43.27,1.42,14.45,15.56,2
2020-11-29 16:00:00,500.68,6.17,42.56,1.48,13.15,14.13,2
2020-11-29 17:00:00,514.03,6.86,41.49,1.6400000000000001,12.51,13.45,2
2020-11-29 18:00:00,547.41,8.82,35.76,2.09,12.82,13.91,2
2020-11-29 19:00:00,567.44,9.94,28.61,2.38,13.13,14.38,2
2020-11-29 20:00:00,560.76,9.17,25.03,2.27,13.88,15.43,2
2020-11-29 21:00:00,560.76,8.05,23.96,2.09,15.07,16.84,2
2020-11-29 22:00:00,560.76,7.45,23.6,2.0,16.19,17.98,2
2020-11-29 23:00:00,560.76,7.11,23.6,1.8,16.35,17.93,2
2020-11-30 00:00:00,554.09,6.68,25.03,1.52,15.81,17.09,2
2020-11-30 01:00:00,540.73,6.08,27.9,1.28,15.1,16.14,2
2020-11-30 02:00:00,514.03,5.57,30.76,1.04,14.55,15.51,2
2020-11-30 03:00:00,507.36,6.43,31.11,0.92,15.89,17.02,2
2020-11-30 04:00:00,534.06,7.97,29.33,0.89,18.41,19.66,2
2020-11-30 05:00:00,540.73,7.2,27.54,0.74,18.61,19.61,2
2020-11-30 06:00:00,520.71,5.14,26.11,0.6000000000000001,16.55,17.27,2
2020-11-30 07:00:00,494.0,4.46,27.9,0.74,13.91,14.54,2
2020-11-30 08:00:00,447.27,4.67,36.48,1.0,10.3,11.01,2
2020-11-30 09:00:00,387.19,4.46,48.64,1.1,7.59,8.38,1
2020-11-30 10:00:00,340.46,3.6,59.37,1.06,6.46,7.26,1
2020-11-30 11:00:00,313.76,2.79,68.67,0.9500000000000001,6.19,6.89,1
2020-11-30 12:00:00,303.75,2.38,74.39,0.86,6.8,7.39,1
2020-11-30 13:00:00,310.42,2.21,77.25,0.8200000000000001,9.03,9.52,1
2020-11-30 14:00:00,343.8,3.04,78.68,1.07,11.34,11.84,2
2020-11-30 15:00:00,383.85,4.28,76.53,1.42,12.87,13.46,2
2020-11-30 16:00:00,423.91,5.83,72.96,1.76,13.73,14.39,2
2020-11-30 17:00:00,467.3,7.88,67.23,2.15,14.04,14.77,2
2020-11-30 18:00:00,494.0,8.65,62.94,2.24,13.92,14.72,2
2020-11-30 19:00:00,473.98,7.28,62.23,2.03,13.16,13.92,2
2020-11-30 20:00:00,453.95,6.08,60.8,1.82,12.04,12.88,2
2020-11-30 21:00:00,473.98,6.77,54.36,1.94,12.16,13.4,2
2020-11-30 22:00:00,500.68,7.28,49.35,2.0,12.66,14.33,2
2020-11-30 23:00:00,500.68,7.11,49.35,1.8,12.35,14.29,2
2020-12-01 00:00:00,433.92,5.06,54.36,1.13,10.42,12.12,2
2020-12-01 01:00:00,360.49,3.0,62.23,0.6900000000000001,8.6,9.77,1
2020-12-01 02:00:00,307.08,1.8,70.1,0.51,7.14,7.8,1
2020-12-01 03:00:00,287.06,1.46,70.81,0.46,6.61,7.12,1
2020-12-01 04:00:00,273.71,1.21,71.53,0.43,6.35,6.87,1
2020-12-01 05:00:00,267.03,1.05,72.96,0.43,6.44,6.92,1
2020-12-01 06:00:00,263.69,1.06,73.67,0.48,6.78,7.28,1
2020-12-01 07:00:00,270.37,1.5,72.96,0.65,7.32,7.94,1
2020-12-01 08:00:00,277.04,2.04,73.67,0.8300000000000001,8.03,9.0,1
2020-12-01 09:00:00,270.37,1.97,76.53,0.89,8.59,10.13,1
2020-12-01 10:00:00,260.35,1.52,80.82,0.86,9.08,10.95,2
2020-12-01 11:00:00,250.34,1.18,85.12,0.81,9.57,11.31,2
2020-12-01 12:00:00,240.33,1.08,87.26,0.78,9.99,11.54,2
2020-12-01 13:00:00,236.99,1.1400000000000001,87.26,0.76,10.04,11.62,2
2020-12-01 14:00:00,236.99,1.26,87.26,0.78,9.96,11.83,2
2020-12-01 15:00:00,236.99,1.37,87.26,0.8300000000000001,10.48,12.84,2
2020-12-01 16:00:00,236.99,1.54,87.26,0.89,11.22,14.55,2
2020-12-01 17:00:00,236.99,1.9500000000000002,86.55,0.97,11.82,16.61,2
2020-12-01 18:00:00,243.66,2.36,84.4,1.07,12.66,19.24,2
2020-12-01 19:00:00,250.34,2.4,82.97,1.16,13.61,21.97,2
2020-12-01 20:00:00,253.68,2.23,81.54,1.19,14.44,23.99,2
2020-12-01 21:00:00,260.35,2.16,80.11,1.22,14.81,24.96,2
2020-12-01 22:00:00,267.03,2.25,77.96,1.25,14.59,25.13,2
2020-12-01 23:00:00,273.71,2.34,77.25,1.22,14.06,24.68,2
2020-12-02 00:00:00,270.37,2.12,77.25,1.1,13.07,23.77,2
2020-12-02 01:00:00,263.69,1.76,78.68,1.0,12.03,23.22,2
2020-12-02 02:00:00,257.02,1.46,80.82,0.92,11.04,22.92,2
2020-12-02 03:00:00,250.34,1.22,82.97,0.86,10.25,22.4,2
2020-12-02 04:00:00,243.66,1.04,85.12,0.8300000000000001,9.55,21.17,2
2020-12-02 05:00:00,240.33,0.9400000000000001,86.55,0.8,9.01,19.09,2
2020-12-02 06:00:00,240.33,1.01,85.12,0.81,8.81,16.81,2
2020-12-02 07:00:00,253.68,1.5,82.97,0.9500000000000001,9.05,15.06,2
2020-12-02 08:00:00,263.69,1.9300000000000002,82.25,1.13,9.62,14.01,2
2020-12-02 09:00:00,250.34,1.74,82.97,1.21,10.52,13.94,2
2020-12-02 10:00:00,230.31,1.21,85.83,1.21,11.52,14.73,2
2020-12-02 11:00:00,220.3,0.85,90.84,1.24,12.71,16.13,2
2020-12-02 12:00:00,216.96,0.72,94.41,1.27,15.49,19.73,2
2020-12-02 13:00:00,226.97,0.73,95.84,1.33,19.92,25.4,2
2020-12-02 14:00:00,236.99,0.88,97.28,1.42,22.66,29.27,3
2020-12-02 15:00:00,243.66,1.05,97.28,1.45,22.6,30.38,3
2020-12-02 16:00:00,243.66,1.31,97.28,1.42,20.58,29.25,3
2020-12-02 17:00:00,250.34,1.8599999999999999,94.41,1.45,19.09,28.4,2
