time,co,no2,o3,so2,pm2_5,pm10,aqi
2020-11-28 00:00:00,894.55,36.67,38.27,26.46,79.24,91.86,5
2020-11-28 01:00:00,781.06,34.27,28.25,23.84,58.18,68.34,5
2020-11-28 02:00:00,714.3,31.53,21.46,21.7,45.11,53.63,4
2020-11-28 03:00:00,674.25,29.13,18.24,19.79,37.92,45.63,4
2020-11-28 04:00:00,654.22,27.76,16.09,18.84,34.78,42.13,4
2020-11-28 05:00:00,654.22,27.42,13.59,18.6,33.6,40.83,4
2020-11-28 06:00:00,667.57,27.76,10.82,18.6,33.76,41.16,4
2020-11-28 07:00:00,694.28,28.1,8.4,18.84,35.14,43.41,4
2020-11-28 08:00:00,741.01,23.31,13.41,19.55,37.17,46.38,4
2020-11-28 09:00:00,774.38,20.39,22.53,21.22,41.42,51.67,4
2020-11-28 10:00:00,774.38,20.91,36.48,22.17,49.05,59.65,4
2020-11-28 11:00:00,687.6,18.68,60.08,20.98,55.97,64.71,5
2020-11-28 12:00:00,640.87,16.97,82.25,21.7,65.88,73.57,5
2020-11-28 13:00:00,620.84,15.94,98.71,22.65,74.46,81.57,5
2020-11-28 14:00:00,594.14,14.4,110.15,22.65,75.0,81.19,5
2020-11-28 15:00:00,587.46,14.4,117.3,22.89,77.08,83.06,5
2020-11-28 16:00:00,600.82,15.08,121.59,23.37,81.98,88.22,5
2020-11-28 17:00:00,687.6,19.02,114.44,22.65,88.91,96.65,5
2020-11-28 18:00:00,814.44,23.99,100.14,21.22,96.27,106.37,5
2020-11-28 19:00:00,907.9,27.08,88.69,20.03,100.26,112.49,5
2020-11-28 20:00:00,921.25,28.1,81.54,19.79,99.46,112.06,5
2020-11-28 21:00:00,841.14,27.42,72.24,21.46,86.17,96.81,5
2020-11-28 22:00:00,727.65,25.02,62.94,22.89,69.37,77.67,5
2020-11-28 23:00:00,620.84,20.05,65.09,21.7,60.88,67.29,5
2020-11-29 00:00:00,594.14,18.34,62.94,19.79,57.08,62.67,5
2020-11-29 01:00:00,594.14,18.34,55.08,18.84,52.64,57.76,5
2020-11-29 02:00:00,600.82,19.02,46.49,18.36,49.1,54.06,4
2020-11-29 03:00:00,607.49,19.54,37.19,17.64,46.53,51.42,4
2020-11-29 04:00:00,614.17,19.88,29.33,16.45,44.66,49.5,4
2020-11-29 05:00:00,614.17,19.88,24.32,15.5,42.14,46.8,4
2020-11-29 06:00:00,634.19,20.56,20.92,15.02,40.79,45.45,4
2020-11-29 07:00:00,680.92,22.28,17.88,15.5,42.73,48.15,4
2020-11-29 08:00:00,734.33,21.25,19.31,16.45,46.89,53.36,4
2020-11-29 09:00:00,761.03,20.56,23.96,17.64,51.13,58.25,5
2020-11-29 10:00:00,747.68,21.59,28.25,18.12,54.7,61.88,5
2020-11-29 11:00:00,720.98,20.91,35.76,18.12,57.34,64.12,5
2020-11-29 12:00:00,707.63,19.88,46.49,18.84,61.84,68.44,5
2020-11-29 13:00:00,700.95,18.85,60.08,19.79,70.23,76.9,5
2020-11-29 14:00:00,700.95,18.17,72.24,20.5,79.1,85.83,5
2020-11-29 15:00:00,707.63,18.68,77.96,21.22,84.12,91.02,5
2020-11-29 16:00:00,714.3,20.05,77.25,22.17,85.25,92.39,5
2020-11-29 17:00:00,787.74,24.33,69.38,23.6,88.49,96.9,5
2020-11-29 18:00:00,934.6,30.85,55.08,24.08,94.88,105.5,5
2020-11-29 19:00:00,1081.47,37.36,41.84,23.37,100.53,113.95,5
2020-11-29 20:00:00,1188.28,41.81,32.9,22.65,104.04,119.67,5
2020-11-29 21:00:00,1174.93,40.78,35.41,22.41,104.0,120.1,5
2020-11-29 22:00:00,1068.12,35.3,45.78,22.41,101.12,116.05,5
2020-11-29 23:00:00,947.95,30.16,55.08,22.89,97.14,110.44,5
2020-11-30 00:00:00,867.84,27.42,58.65,22.17,94.05,105.84,5
2020-11-30 01:00:00,834.47,27.08,57.94,22.41,92.93,103.79,5
2020-11-30 02:00:00,827.79,27.76,57.94,22.65,94.8,105.08,5
2020-11-30 03:00:00,821.11,27.76,59.37,22.89,97.47,107.41,5
2020-11-30 04:00:00,801.09,27.42,62.94,23.6,101.8,111.27,5
2020-11-30 05:00:00,767.71,25.71,67.95,24.32,106.33,115.22,5
2020-11-30 06:00:00,754.36,24.33,71.53,24.08,111.01,119.69,5
2020-11-30 07:00:00,774.38,24.33,72.96,23.6,116.23,125.49,5
2020-11-30 08:00:00,794.41,25.02,72.96,23.84,114.36,124.33,5
2020-11-30 09:00:00,787.74,24.33,72.96,24.8,105.44,115.76,5
2020-11-30 10:00:00,767.71,22.28,76.53,25.99,98.84,109.16,5
2020-11-30 11:00:00,741.01,18.51,87.98,25.99,98.28,108.02,5
2020-11-30 12:00:00,727.65,16.79,105.86,27.18,107.14,116.66,5
2020-11-30 13:00:00,714.3,14.74,128.75,28.37,121.78,131.19,5
2020-11-30 14:00:00,714.3,12.68,150.2,27.42,131.75,140.94,5
2020-11-30 15:00:00,720.98,13.2,157.36,25.51,130.51,139.35,5
2020-11-30 16:00:00,727.65,15.08,151.63,24.32,122.4,130.88,5
2020-11-30 17:00:00,761.03,18.34,135.9,23.84,115.68,124.51,5
2020-11-30 18:00:00,867.84,23.65,113.01,24.8,114.86,125.31,5
2020-11-30 19:00:00,974.66,29.82,91.55,25.51,115.67,128.57,5
2020-11-30 20:00:00,1041.41,32.9,76.53,25.27,114.18,128.94,5
2020-11-30 21:00:00,1068.12,33.93,67.95,25.75,113.18,129.57,5
2020-11-30 22:00:00,1094.82,35.64,60.08,27.18,115.15,133.17,5
2020-11-30 23:00:00,1121.52,38.73,51.5,28.61,117.84,137.03,5
2020-12-01 00:00:00,1134.87,42.16,43.27,29.33,120.83,139.56,5
