time,co,no2,o3,so2,pm2_5,pm10
2020-11-28 00:00:00,1522.06,37.01,3.22,13.59,72.75,89.29
2020-11-28 01:00:00,1335.14,33.93,13.41,20.74,61.81,76.37
2020-11-28 02:00:00,1241.68,32.56,22.89,23.13,57.36,71.76
2020-11-28 03:00:00,1134.87,35.99,46.49,26.46,57.61,72.21
2020-11-28 04:00:00,667.57,20.05,107.29,19.31,42.87,51.88
2020-11-28 05:00:00,520.71,7.63,161.65,11.92,50.88,57.83
2020-11-28 06:00:00,453.95,3.68,171.66,7.27,47.18,53.4
2020-11-28 07:00:00,397.21,3.6,150.2,4.17,32.58,37.97
2020-11-28 08:00:00,367.17,4.16,121.59,2.77,21.29,26.22
2020-11-28 09:00:00,353.81,4.16,94.41,1.94,15.09,19.45
2020-11-28 10:00:00,357.15,4.33,75.1,1.65,12.5,15.87
2020-11-28 11:00:00,377.18,5.01,65.09,1.8,11.34,14.12
2020-11-28 12:00:00,390.53,5.4,60.8,1.94,9.93,12.37
2020-11-28 13:00:00,393.87,5.57,57.94,1.8599999999999999,8.74,11.01
2020-11-28 14:00:00,407.22,6.26,53.64,2.03,8.79,11.36
2020-11-28 15:00:00,440.6,7.54,48.64,2.5,10.36,13.64
2020-11-28 16:00:00,540.73,10.37,37.91,3.22,14.5,19.51
2020-11-28 17:00:00,694.28,14.22,23.6,3.64,22.18,28.84
2020-11-28 18:00:00,881.2,17.48,12.7,3.99,33.1,40.4
2020-11-28 19:00:00,1014.71,18.34,7.24,4.59,44.62,51.31
2020-11-28 20:00:00,1041.41,17.14,7.15,4.83,51.27,57.3
2020-11-28 21:00:00,1014.71,15.59,9.03,5.01,53.52,58.55
2020-11-28 22:00:00,947.95,14.4,13.41,5.48,53.75,58.19
2020-11-28 23:00:00,907.9,13.54,17.52,5.72,53.47,58.01
2020-11-29 00:00:00,921.25,13.88,20.03,6.2,54.35,59.56
2020-11-29 01:00:00,921.25,14.05,21.28,6.5,44.08,48.29
2020-11-29 02:00:00,934.6,14.05,19.31,6.26,36.36,39.82
2020-11-29 03:00:00,947.95,13.71,22.71,6.44,35.26,38.28
2020-11-29 04:00:00,921.25,13.2,32.19,6.74,36.34,39.09
2020-11-29 05:00:00,854.49,13.02,39.7,7.21,36.99,39.68
2020-11-29 06:00:00,781.06,14.4,44.7,8.11,37.11,39.99
2020-11-29 07:00:00,787.74,19.02,45.42,12.04,40.77,44.32
2020-11-29 08:00:00,867.84,25.36,44.35,16.93,47.48,51.83
2020-11-29 09:00:00,974.66,31.53,43.63,21.46,55.34,60.29
2020-11-29 10:00:00,1121.52,33.59,32.19,18.84,63.74,70.26
2020-11-29 11:00:00,1321.79,34.62,14.13,14.66,72.0,81.21
2020-11-29 12:00:00,1508.71,34.27,4.43,13.71,79.05,91.21
2020-11-29 13:00:00,1642.23,32.56,1.04,12.99,85.49,100.52
2020-11-29 14:00:00,1708.98,30.16,0.37,11.56,89.18,105.48
2020-11-29 15:00:00,1695.63,27.08,0.23,10.13,87.82,104.43
2020-11-29 16:00:00,1602.17,23.65,0.27,8.23,81.51,97.53
2020-11-29 17:00:00,1415.25,20.39,0.53,6.02,70.69,83.92
2020-11-29 18:00:00,1228.33,18.17,1.2,5.25,60.18,69.25
2020-11-29 19:00:00,1068.12,15.42,2.06,5.13,49.75,55.59
2020-11-29 20:00:00,934.6,12.85,2.37,4.83,41.79,45.9
2020-11-29 21:00:00,841.14,11.65,3.13,4.83,35.85,39.03
2020-11-29 22:00:00,754.36,11.48,4.78,5.36,30.54,33.04
2020-11-29 23:00:00,707.63,12.0,5.8100000000000005,5.78,27.01,29.22
2020-11-30 00:00:00,687.6,13.37,6.71,6.8,24.96,27.49
2020-11-30 01:00:00,694.28,15.42,6.71,7.39,24.37,27.72
2020-11-30 02:00:00,714.3,17.31,6.44,8.82,24.57,28.98
2020-11-30 03:00:00,734.33,20.39,6.44,11.68,25.89,31.09
2020-11-30 04:00:00,654.22,22.62,12.7,12.4,23.53,27.72
2020-11-30 05:00:00,700.95,28.79,10.55,14.9,27.95,31.69
2020-11-30 06:00:00,761.03,31.53,12.7,14.07,31.42,34.73
2020-11-30 07:00:00,634.19,21.94,31.83,8.11,22.84,25.29
2020-11-30 08:00:00,547.41,16.11,43.27,6.14,17.2,19.44
2020-11-30 09:00:00,547.41,16.45,43.27,6.86,17.21,19.63
2020-11-30 10:00:00,867.84,28.45,18.42,8.82,27.93,35.29
2020-11-30 11:00:00,1375.2,42.5,1.33,14.66,46.24,60.8
2020-11-30 12:00:00,1842.5,49.35,0.02,22.41,65.65,84.36
2020-11-30 13:00:00,2243.04,55.52,0.0,28.61,85.42,104.84
2020-11-30 14:00:00,2536.77,56.21,0.0,31.95,105.58,125.49
2020-11-30 15:00:00,2616.88,47.3,0.0,28.61,120.14,139.36
2020-11-30 16:00:00,2243.04,34.27,0.0,17.41,112.69,127.99
2020-11-30 17:00:00,2136.23,28.45,0.0,14.42,115.32,128.51
2020-11-30 18:00:00,2136.23,26.39,0.0,14.54,122.73,133.82
2020-11-30 19:00:00,2136.23,24.68,0.0,14.31,127.62,137.18
2020-11-30 20:00:00,2109.53,22.62,0.0,10.73,126.91,135.05
2020-11-30 21:00:00,2029.42,24.33,0.0,7.45,116.03,122.25
2020-11-30 22:00:00,1428.6,32.56,1.72,5.13,71.79,75.83
2020-11-30 23:00:00,1014.71,26.39,10.73,3.93,46.01,49.37
