time,co,no2,o3,so2,pm2_5,pm10,aqi
2020-11-28 00:00:00,290.39,3.04,65.09,1.28,16.15,29.18,2
2020-11-28 01:00:00,310.42,3.13,60.8,1.1,17.5,30.95,2
2020-11-28 02:00:00,333.79,3.47,55.79,1.01,19.15,32.51,2
2020-11-28 03:00:00,363.83,4.03,48.64,0.93,20.96,34.04,3
2020-11-28 04:00:00,410.56,4.76,41.13,0.88,23.06,36.15,3
2020-11-28 05:00:00,467.3,5.4,34.33,0.87,25.64,39.04,4
2020-11-28 06:00:00,520.71,5.57,30.4,0.88,27.86,42.16,4
2020-11-28 07:00:00,547.41,5.74,29.33,1.33,29.4,45.38,4
2020-11-28 08:00:00,567.44,5.83,32.54,2.98,32.2,50.19,4
2020-11-28 09:00:00,620.84,5.83,47.92,3.99,37.51,55.61,4
2020-11-28 10:00:00,687.6,5.4,80.82,4.17,49.98,67.4,4
2020-11-28 11:00:00,574.11,4.5,94.41,3.1,42.77,53.32,4
2020-11-28 12:00:00,527.38,3.94,95.84,2.59,39.41,46.69,4
2020-11-28 13:00:00,527.38,3.81,97.28,2.41,39.72,46.07,4
2020-11-28 14:00:00,520.71,4.24,90.84,2.21,35.34,40.99,4
2020-11-28 15:00:00,487.33,4.28,87.98,1.94,32.65,38.04,4
2020-11-28 16:00:00,427.25,3.77,86.55,1.55,27.69,32.74,4
2020-11-28 17:00:00,373.84,3.04,82.25,1.27,21.36,25.76,3
2020-11-28 18:00:00,343.8,2.7,75.1,1.16,16.46,20.22,2
2020-11-28 19:00:00,330.45,2.7199999999999998,70.1,1.19,13.12,16.35,2
2020-11-28 20:00:00,323.77,2.79,65.8,1.22,10.85,13.62,2
2020-11-28 21:00:00,337.12,3.13,62.23,1.24,9.83,12.24,1
2020-11-28 22:00:00,357.15,3.51,57.94,1.16,9.72,11.81,1
2020-11-28 23:00:00,373.84,3.86,53.64,1.06,9.64,11.37,1
2020-11-29 00:00:00,387.19,3.98,50.07,0.92,9.28,10.66,1
2020-11-29 01:00:00,400.54,4.16,46.49,0.8300000000000001,9.19,10.38,1
2020-11-29 02:00:00,420.57,4.54,42.2,0.81,9.95,11.19,1
2020-11-29 03:00:00,453.95,5.01,37.91,0.81,11.62,13.02,2
2020-11-29 04:00:00,487.33,5.4,34.69,0.8,13.44,14.93,2
2020-11-29 05:00:00,507.36,5.48,33.98,0.78,14.71,16.22,2
2020-11-29 06:00:00,527.38,5.57,33.62,0.8300000000000001,16.05,17.71,2
2020-11-29 07:00:00,567.44,5.83,34.33,1.0,18.58,20.36,2
2020-11-29 08:00:00,580.79,5.57,38.62,1.12,19.93,21.64,2
2020-11-29 09:00:00,567.44,4.67,48.64,1.34,21.1,22.65,3
2020-11-29 10:00:00,547.41,3.51,66.52,1.6099999999999999,23.24,24.61,3
2020-11-29 11:00:00,514.03,2.61,80.82,1.51,23.95,25.02,3
2020-11-29 12:00:00,540.73,2.29,77.96,1.21,24.93,26.04,3
2020-11-29 13:00:00,587.46,3.04,71.53,1.34,25.64,26.83,4
2020-11-29 14:00:00,607.49,4.5,65.8,2.27,24.44,25.53,3
2020-11-29 15:00:00,620.84,5.4,60.08,3.07,23.86,24.85,3
2020-11-29 16:00:00,620.84,5.83,54.36,3.31,24.48,25.4,3
2020-11-29 17:00:00,627.52,6.0,50.07,3.1,25.93,26.86,4
2020-11-29 18:00:00,647.54,6.51,47.92,3.1,27.75,28.79,4
2020-11-29 19:00:00,674.25,7.28,43.63,3.4,29.17,30.32,4
2020-11-29 20:00:00,700.95,7.88,37.91,3.37,30.85,32.39,4
2020-11-29 21:00:00,741.01,8.4,31.11,3.1,33.13,35.23,4
2020-11-29 22:00:00,781.06,8.91,25.75,2.83,36.13,38.72,4
2020-11-29 23:00:00,827.79,9.43,21.82,2.5300000000000002,39.93,42.85,4
2020-11-30 00:00:00,867.84,9.77,20.03,2.21,43.76,46.71,4
2020-11-30 01:00:00,894.55,10.37,19.13,2.24,47.79,50.92,4
2020-11-30 02:00:00,907.9,10.71,18.95,2.27,49.46,52.67,4
2020-11-30 03:00:00,854.49,9.85,19.13,1.97,46.07,49.24,4
2020-11-30 04:00:00,774.38,8.57,19.49,1.7000000000000002,38.69,41.58,4
2020-11-30 05:00:00,700.95,7.8,19.49,1.57,30.85,32.85,4
2020-11-30 06:00:00,654.22,7.71,19.31,1.52,25.33,26.53,4
2020-11-30 07:00:00,627.52,7.88,19.31,1.67,22.77,23.8,3
2020-11-30 08:00:00,607.49,7.97,20.03,1.82,21.52,22.56,3
2020-11-30 09:00:00,587.46,7.71,21.64,2.0,20.25,21.26,3
2020-11-30 10:00:00,560.76,7.11,25.39,2.21,18.69,19.63,2
2020-11-30 11:00:00,500.68,6.26,35.05,2.18,15.82,16.64,2
2020-11-30 12:00:00,487.33,6.0,40.41,2.41,15.92,16.83,2
2020-11-30 13:00:00,507.36,6.34,42.56,2.89,17.22,18.24,2
2020-11-30 14:00:00,534.06,7.63,41.84,3.22,17.65,18.59,2
2020-11-30 15:00:00,594.14,9.51,36.12,3.22,19.09,19.89,2
2020-11-30 16:00:00,607.49,10.2,35.76,2.59,18.68,19.33,2
2020-11-30 17:00:00,534.06,8.14,41.84,1.77,14.81,15.44,2
2020-11-30 18:00:00,494.0,6.86,44.7,1.51,13.28,14.07,2
2020-11-30 19:00:00,500.68,6.77,44.7,1.54,14.22,15.24,2
2020-11-30 20:00:00,520.71,6.94,43.27,1.6099999999999999,16.1,17.48,2
2020-11-30 21:00:00,560.76,7.71,38.62,1.8,18.3,20.08,2
2020-11-30 22:00:00,627.52,9.25,31.47,2.12,21.69,23.89,3
2020-11-30 23:00:00,714.3,11.14,23.25,2.5,26.3,28.85,4
2020-12-01 00:00:00,794.41,12.68,16.45,2.59,30.86,33.5,4
2020-12-01 01:00:00,867.84,13.54,11.8,2.59,35.43,38.03,4
2020-12-01 02:00:00,934.6,14.74,8.23,2.71,40.13,42.74,4
2020-12-01 03:00:00,1014.71,16.11,6.44,2.86,44.59,46.95,4
2020-12-01 04:00:00,1054.76,17.48,6.88,3.16,47.6,49.54,4
2020-12-01 05:00:00,1028.06,18.17,9.92,3.55,47.84,49.49,4
2020-12-01 06:00:00,1014.71,17.65,11.98,3.22,47.01,48.65,4
2020-12-01 07:00:00,947.95,15.42,17.52,2.62,41.11,42.76,4
2020-12-01 08:00:00,727.65,10.71,30.76,1.85,27.66,29.11,4
2020-12-01 09:00:00,547.41,7.2,43.99,1.42,17.53,18.73,2
2020-12-01 10:00:00,487.33,6.17,50.07,1.34,14.45,15.55,2
2020-12-01 11:00:00,467.3,5.83,53.64,1.37,13.06,13.99,2
2020-12-01 12:00:00,433.92,5.14,57.94,1.25,11.32,12.04,2
2020-12-01 13:00:00,370.5,3.81,63.66,1.03,9.18,9.74,1
2020-12-01 14:00:00,317.1,2.96,67.95,0.88,7.51,7.99,1
2020-12-01 15:00:00,290.39,2.59,67.23,0.78,6.94,7.39,1
2020-12-01 16:00:00,283.72,2.66,65.8,0.72,7.14,7.57,1
2020-12-01 17:00:00,283.72,2.87,64.37,0.76,7.72,8.19,1
2020-12-01 18:00:00,287.06,3.17,64.37,0.92,8.82,9.42,1
2020-12-01 19:00:00,290.39,3.43,65.09,1.09,9.96,10.74,1
2020-12-01 20:00:00,290.39,3.47,65.8,1.18,10.89,11.84,2
2020-12-01 21:00:00,290.39,3.34,67.23,1.16,11.18,12.18,2
2020-12-01 22:00:00,290.39,3.13,69.38,1.12,11.36,12.43,2
2020-12-01 23:00:00,277.04,2.83,72.24,1.04,11.85,12.99,2
2020-12-02 00:00:00,267.03,2.51,72.96,0.9400000000000001,12.68,14.03,2
2020-12-02 01:00:00,263.69,2.36,73.67,0.89,13.28,15.15,2
2020-12-02 02:00:00,267.03,2.36,73.67,0.86,13.47,16.13,2
2020-12-02 03:00:00,270.37,2.34,74.39,0.81,13.14,17.03,2
2020-12-02 04:00:00,270.37,2.27,75.82,0.77,12.61,17.92,2
2020-12-02 05:00:00,270.37,2.19,77.25,0.75,11.99,19.91,2
2020-12-02 06:00:00,273.71,2.19,77.25,0.78,11.53,22.17,2
2020-12-02 07:00:00,277.04,2.38,77.25,0.89,11.14,22.81,2
2020-12-02 08:00:00,277.04,2.49,77.96,1.0,10.83,23.95,2
2020-12-02 09:00:00,270.37,2.31,80.82,1.04,10.42,22.52,2
2020-12-02 10:00:00,267.03,1.99,83.69,1.06,10.57,19.47,2
2020-12-02 11:00:00,270.37,1.63,86.55,1.04,11.37,16.77,2
2020-12-02 12:00:00,273.71,1.5,85.83,1.03,12.76,16.24,2
2020-12-02 13:00:00,250.34,1.4100000000000001,82.97,1.03,14.36,18.03,2
2020-12-02 14:00:00,223.64,1.3900000000000001,78.68,1.01,14.15,18.17,2
2020-12-02 15:00:00,213.62,1.33,78.68,1.03,13.83,19.02,2
2020-12-02 16:00:00,213.62,1.35,81.54,1.07,14.92,21.07,2
2020-12-02 17:00:00,220.3,1.56,82.97,1.09,15.85,22.76,2
2020-12-02 18:00:00,226.97,1.97,82.25,1.12,16.31,24.21,2
2020-12-02 19:00:00,236.99,2.21,82.25,1.18,15.87,24.54,2
2020-12-02 20:00:00,243.66,2.23,82.97,1.24,15.9,26.03,2
2020-12-02 21:00:00,250.34,2.23,82.97,1.3,16.01,27.79,2
2020-12-02 22:00:00,257.02,2.23,82.97,1.3599999999999999,17.06,30.05,2
2020-12-02 23:00:00,267.03,2.34,82.25,1.4,18.59,32.17,2
2020-12-03 00:00:00,280.38,2.59,79.39,1.3599999999999999,19.29,32.67,2
2020-12-03 01:00:00,300.41,3.09,75.1,1.3,18.78,31.2,2
2020-12-03 02:00:00,333.79,3.77,68.67,1.3,18.6,29.95,2
2020-12-03 03:00:00,373.84,4.41,60.8,1.24,19.14,29.55,2
2020-12-03 04:00:00,420.57,5.01,52.21,1.15,20.47,30.3,3
2020-12-03 05:00:00,467.3,5.74,43.99,1.21,22.87,32.83,3
2020-12-03 06:00:00,527.38,6.77,36.48,1.82,26.89,37.81,4
2020-12-03 07:00:00,580.79,8.23,31.47,3.4,33.03,46.14,4
