time,temperature_2m,relative_humidity_2m,dew_point_2m,precipitation,surface_pressure,cloud_cover,wind_speed_10m,wind_direction_10m
2024-12-07T00:00,20.1,81,16.7,0.0,1013.7,96,6.1,62
2024-12-07T01:00,19.8,78,15.8,0.0,1013.8,94,4.1,38
2024-12-07T02:00,19.4,80,15.9,0.0,1013.5,94,5.1,4
2024-12-07T03:00,19.0,80,15.5,0.0,1013.4,93,7.2,18
2024-12-07T04:00,18.8,78,14.9,0.0,1013.6,99,7.8,13
2024-12-07T05:00,18.8,77,14.6,0.0,1014.1,100,8.0,18
2024-12-07T06:00,18.7,77,14.6,0.0,1014.5,100,9.7,31
2024-12-07T07:00,18.7,79,15.0,0.0,1015.4,100,8.5,28
2024-12-07T08:00,18.6,77,14.5,0.0,1016.5,100,9.0,37
2024-12-07T09:00,18.7,76,14.4,0.0,1017.5,100,9.3,28
2024-12-07T10:00,18.6,75,14.1,0.0,1017.6,100,10.6,24
2024-12-07T11:00,18.7,73,13.8,0.0,1017.2,96,11.8,12
2024-12-07T12:00,18.5,73,13.6,0.0,1016.6,95,12.0,21
2024-12-07T13:00,18.7,76,14.4,0.0,1015.5,100,10.3,25
2024-12-07T14:00,18.9,73,13.9,0.0,1015.1,100,11.7,18
2024-12-07T15:00,18.4,74,13.7,0.0,1015.1,100,12.8,22
2024-12-07T16:00,18.0,73,13.1,0.0,1015.5,99,11.8,23
2024-12-07T17:00,17.8,72,12.6,0.0,1016.0,99,12.2,24
2024-12-07T18:00,17.6,71,12.3,0.0,1016.6,100,12.1,27
2024-12-07T19:00,17.6,72,12.5,0.0,1017.5,100,11.3,27
2024-12-07T20:00,17.4,71,12.0,0.0,1018.4,100,11.1,25
2024-12-07T21:00,17.1,71,11.8,0.0,1018.6,100,10.5,27
2024-12-07T22:00,16.9,72,11.8,0.0,1018.9,100,10.5,22
2024-12-07T23:00,16.7,71,11.4,0.0,1018.8,100,10.4,20
2024-12-08T00:00,16.5,71,11.2,0.0,1018.8,100,10.2,23
2024-12-08T01:00,16.4,71,11.1,0.0,1019.2,100,9.3,16
2024-12-08T02:00,16.0,71,10.8,0.0,1019.0,100,8.8,12
2024-12-08T03:00,15.9,70,10.5,0.0,1018.7,100,8.1,13
2024-12-08T04:00,15.8,69,10.1,0.0,1018.8,99,8.6,15
2024-12-08T05:00,15.6,69,10.0,0.0,1019.2,100,8.6,15
2024-12-08T06:00,15.6,69,9.9,0.0,1019.7,100,8.3,18
2024-12-08T07:00,15.7,71,10.5,0.0,1020.7,92,8.3,18
2024-12-08T08:00,15.8,70,10.3,0.0,1021.3,98,8.3,18
2024-12-08T09:00,16.0,70,10.5,0.0,1022.2,98,9.0,16
2024-12-08T10:00,16.6,68,10.7,0.0,1022.0,94,10.1,17
2024-12-08T11:00,17.0,67,10.8,0.0,1021.3,98,10.7,14
2024-12-08T12:00,17.5,65,10.9,0.0,1020.6,95,11.1,13
2024-12-08T13:00,18.0,65,11.4,0.0,1019.2,94,9.7,4
2024-12-08T14:00,18.0,65,11.4,0.0,1018.4,95,9.4,7
2024-12-08T15:00,18.0,66,11.6,0.0,1017.5,95,8.7,5
2024-12-08T16:00,18.0,66,11.5,0.0,1017.8,92,7.6,360
2024-12-08T17:00,17.5,69,11.7,0.0,1018.2,89,5.8,353
2024-12-08T18:00,17.0,73,12.1,0.0,1018.8,88,5.1,356
2024-12-08T19:00,16.5,74,11.9,0.0,1019.2,81,5.1,8
2024-12-08T20:00,16.0,75,11.6,0.0,1019.3,90,4.9,17
2024-12-08T21:00,15.8,75,11.3,0.0,1019.2,87,4.0,10
2024-12-08T22:00,15.4,76,11.2,0.0,1019.3,89,4.3,355
2024-12-08T23:00,15.4,75,11.0,0.0,1019.2,93,5.1,356
2024-12-09T00:00,15.3,75,10.9,0.0,1019.0,92,5.0,360
2024-12-09T01:00,15.2,75,10.8,0.0,1018.6,95,4.4,9
2024-12-09T02:00,15.2,75,10.8,0.0,1017.7,93,3.3,6
2024-12-09T03:00,15.1,76,10.9,0.0,1017.2,93,2.9,360
2024-12-09T04:00,15.1,76,10.9,0.0,1017.0,93,3.3,354
2024-12-09T05:00,15.1,77,11.0,0.0,1017.0,93,3.7,349
2024-12-09T06:00,15.0,77,11.0,0.0,1017.4,94,3.3,347
2024-12-09T07:00,15.1,78,11.2,0.0,1017.7,98,3.6,6
2024-12-09T08:00,15.6,77,11.6,0.0,1018.4,91,3.8,17
2024-12-09T09:00,16.6,73,11.7,0.0,1018.9,93,4.8,13
2024-12-09T10:00,17.6,70,12.1,0.0,1018.4,90,5.2,12
2024-12-09T11:00,18.5,70,12.9,0.0,1017.6,81,4.0,27
2024-12-09T12:00,19.8,67,13.5,0.0,1016.3,69,4.2,59
2024-12-09T13:00,21.0,64,14.0,0.0,1014.7,65,4.8,77
2024-12-09T14:00,21.4,65,14.5,0.0,1013.4,87,4.8,103
2024-12-09T15:00,21.5,66,14.8,0.0,1012.8,74,4.6,129
2024-12-09T16:00,21.4,67,15.0,0.0,1012.8,40,4.9,144
2024-12-09T17:00,20.6,73,15.6,0.0,1013.5,65,3.0,194
2024-12-09T18:00,19.9,77,15.7,0.0,1014.1,59,2.9,173
