time,co,no2,o3,so2,pm2_5,pm10
2024-12-15T00:00,535.22,7.21,55.55,3.04,26.48,31.06
2024-12-15T01:00,532.37,7.11,56.35,3.11,26.42,30.97
2024-12-15T02:00,555.02,7.92,54.76,3.42,27.98,33.0
2024-12-15T03:00,591.0,9.29,50.77,3.86,30.62,35.82
2024-12-15T04:00,605.54,9.78,47.99,3.96,31.93,37.23
2024-12-15T05:00,614.48,9.78,45.19,3.85,32.63,37.79
2024-12-15T06:00,616.22,9.4,44.29,3.77,33.02,37.74
2024-12-15T07:00,619.45,9.37,43.01,3.75,32.76,37.5
2024-12-15T08:00,615.1,9.38,42.96,3.96,32.28,37.75
2024-12-15T09:00,602.8,8.93,43.97,4.14,31.57,37.9
2024-12-15T10:00,579.02,8.14,47.02,4.07,29.99,36.52
2024-12-15T11:00,549.13,6.95,51.14,3.71,27.84,33.16
2024-12-15T12:00,531.89,6.55,55.03,3.53,26.63,31.23
2024-12-15T13:00,526.75,6.1,57.38,3.58,26.85,31.32
2024-12-15T14:00,513.69,5.67,61.33,3.59,26.94,30.89
2024-12-15T15:00,504.36,5.34,64.01,3.61,27.2,30.98
2024-12-15T16:00,491.42,4.73,65.88,3.33,25.77,30.51
2024-12-15T17:00,490.48,4.06,67.08,2.99,24.99,29.99
2024-12-15T18:00,492.96,3.79,66.77,2.65,24.97,29.56
2024-12-15T19:00,509.31,4.38,67.46,2.61,25.51,30.3
2024-12-15T20:00,527.31,5.18,67.62,2.7,26.0,31.04
2024-12-15T21:00,555.53,6.23,67.68,2.99,27.17,32.91
2024-12-15T22:00,573.5,6.58,64.39,2.91,27.64,33.47
2024-12-15T23:00,590.88,6.98,61.14,3.02,29.23,34.63
2024-12-16T00:00,616.17,7.66,55.92,3.23,31.34,36.74
2024-12-16T01:00,677.81,10.25,49.79,4.1,36.99,42.63
2024-12-16T02:00,721.63,12.23,46.38,4.75,41.47,47.78
2024-12-16T03:00,749.32,13.73,44.65,5.24,44.69,51.31
2024-12-16T04:00,754.35,13.96,43.53,5.36,44.78,51.67
2024-12-16T05:00,757.83,14.23,42.12,5.46,44.74,51.69
2024-12-16T06:00,760.02,14.39,41.89,5.53,44.5,51.65
2024-12-16T07:00,762.89,14.66,41.5,5.58,44.26,51.6
2024-12-16T08:00,758.34,14.49,42.42,5.59,43.35,51.23
2024-12-16T09:00,755.88,14.2,45.16,5.66,42.82,50.82
2024-12-16T10:00,745.83,13.35,49.76,5.79,42.73,50.29
2024-12-16T11:00,731.3,12.31,55.04,5.82,43.4,51.05
2024-12-16T12:00,705.09,11.3,59.99,5.62,43.55,50.05
2024-12-16T13:00,660.8,9.57,69.27,4.98,41.85,47.04
2024-12-16T14:00,643.79,8.68,77.41,4.81,41.83,46.33
2024-12-16T15:00,643.46,8.34,82.7,4.86,42.83,47.26
2024-12-16T16:00,659.14,8.96,83.15,5.24,44.53,49.33
2024-12-16T17:00,678.04,9.65,83.11,5.55,46.25,51.3
2024-12-16T18:00,705.5,10.5,82.17,5.76,46.99,52.17
2024-12-16T19:00,703.59,10.46,80.14,5.23,43.9,48.61
2024-12-16T20:00,681.11,9.82,78.02,4.45,40.4,44.54
2024-12-16T21:00,664.96,9.1,75.79,3.89,38.38,42.1
2024-12-16T22:00,682.83,10.05,68.62,4.04,39.27,43.8
2024-12-16T23:00,702.05,10.61,62.2,4.21,39.89,45.58
2024-12-17T00:00,716.77,11.28,59.05,4.53,40.78,47.73
2024-12-17T01:00,728.56,11.94,55.39,4.77,41.42,49.38
2024-12-17T02:00,770.63,13.79,48.44,5.35,44.42,53.45
2024-12-17T03:00,807.37,15.45,41.94,5.9,47.57,57.11
2024-12-17T04:00,828.43,16.64,38.2,6.29,49.92,59.68
2024-12-17T05:00,823.38,16.73,37.6,6.28,50.28,60.13
2024-12-17T06:00,819.07,16.69,38.0,6.24,50.56,60.46
2024-12-17T07:00,815.31,16.52,39.19,6.16,50.65,60.33
2024-12-17T08:00,821.02,16.52,40.74,6.32,50.71,60.37
2024-12-17T09:00,832.18,16.35,45.31,6.84,51.97,61.38
2024-12-17T10:00,818.1,15.31,56.21,7.14,51.93,61.99
2024-12-17T11:00,753.67,12.53,77.15,6.5,50.4,59.86
2024-12-17T12:00,684.89,9.92,93.91,5.78,48.78,56.71
2024-12-17T13:00,635.47,8.24,101.28,5.31,47.15,53.61
2024-12-17T14:00,598.77,7.41,103.88,4.9,45.6,51.42
2024-12-17T15:00,576.56,7.04,103.92,4.63,44.14,50.14
2024-12-17T16:00,571.51,7.14,103.35,4.6,44.06,50.28
2024-12-17T17:00,574.01,7.52,102.34,4.64,43.4,50.03
2024-12-17T18:00,594.28,8.26,99.62,4.65,42.81,50.4
2024-12-17T19:00,622.62,9.3,92.23,4.68,41.93,50.04
2024-12-17T20:00,641.26,9.29,83.85,4.53,40.18,47.94
2024-12-17T21:00,654.51,9.43,78.06,4.48,39.03,46.37
2024-12-17T22:00,657.57,9.39,73.61,4.35,39.55,46.26
2024-12-17T23:00,677.2,10.12,69.57,4.45,42.34,48.64
2024-12-18T00:00,710.61,11.49,65.76,4.76,46.24,52.21
2024-12-18T01:00,753.51,13.69,62.63,5.45,50.15,56.1
2024-12-18T02:00,804.01,16.23,58.01,6.32,53.68,59.99
2024-12-18T03:00,839.4,17.97,51.3,7.08,55.83,62.64
2024-12-18T04:00,853.52,18.81,46.95,7.54,57.17,64.23
2024-12-18T05:00,842.32,18.55,45.0,7.49,56.8,63.86
2024-12-18T06:00,822.47,17.87,45.74,7.22,55.83,62.75
2024-12-18T07:00,809.42,17.28,46.62,7.01,55.36,62.23
