time,co,no2,o3,so2,pm2_5,pm10
2024-12-15T03:00,359.16,2.13,45.5,0.79,10.35,11.98
2024-12-15T04:00,356.2,2.18,47.23,0.86,11.55,13.41
2024-12-15T05:00,346.85,2.16,48.08,0.96,11.78,13.7
2024-12-15T06:00,339.32,1.75,50.92,0.98,11.93,13.68
2024-12-15T07:00,340.16,1.67,50.9,0.93,11.52,13.27
2024-12-15T08:00,335.58,1.7,51.89,1.01,11.32,13.06
2024-12-15T09:00,325.64,1.36,52.26,1.06,8.98,10.14
2024-12-15T10:00,347.63,1.88,54.43,1.15,9.88,11.27
2024-12-15T11:00,351.5,2.77,57.33,2.32,14.32,15.78
2024-12-15T12:00,329.07,2.07,58.05,1.97,9.64,10.37
2024-12-15T13:00,351.53,2.6,57.13,2.03,11.74,12.98
2024-12-15T14:00,356.67,2.58,58.93,2.04,12.58,13.81
2024-12-15T15:00,365.79,2.51,57.64,2.0,12.37,13.35
2024-12-15T16:00,355.41,2.34,58.82,1.79,12.47,14.05
2024-12-15T17:00,358.01,2.37,57.83,1.73,12.83,14.42
2024-12-15T18:00,351.88,2.08,57.12,1.5,12.32,13.81
2024-12-15T19:00,358.15,2.13,55.34,1.56,11.7,12.89
2024-12-15T20:00,362.44,2.1,52.65,1.36,12.93,14.19
2024-12-15T21:00,358.63,2.53,49.63,1.38,12.76,14.32
2024-12-15T22:00,375.55,2.64,44.83,1.05,14.63,16.47
2024-12-15T23:00,382.9,2.92,43.69,1.03,13.39,15.05
2024-12-16T00:00,391.75,3.14,43.53,1.08,15.26,17.39
2024-12-16T01:00,375.2,2.66,44.79,0.88,15.18,17.6
2024-12-16T02:00,354.98,1.89,43.98,0.46,14.83,16.87
2024-12-16T03:00,361.78,1.98,43.64,0.37,12.86,14.72
2024-12-16T04:00,412.24,3.93,36.6,1.79,20.25,21.57
2024-12-16T05:00,374.55,2.57,45.34,1.16,15.45,16.95
2024-12-16T06:00,376.68,2.4,45.99,0.61,14.73,16.81
2024-12-16T07:00,357.79,2.09,44.59,0.87,18.6,20.16
2024-12-16T08:00,389.32,2.86,54.16,1.32,17.66,20.05
2024-12-16T09:00,409.33,3.73,50.55,2.5,28.04,30.25
2024-12-16T10:00,424.71,4.42,66.81,2.93,21.97,24.77
2024-12-16T11:00,332.39,1.53,60.42,2.66,17.38,17.99
2024-12-16T12:00,388.8,2.88,64.03,2.78,19.89,21.61
2024-12-16T13:00,389.12,2.82,53.92,2.21,25.86,27.64
2024-12-16T14:00,394.67,3.47,56.55,2.42,22.14,23.97
2024-12-16T15:00,341.07,3.61,60.01,2.46,12.11,13.06
2024-12-16T16:00,346.48,2.51,58.1,1.87,13.06,15.05
2024-12-16T17:00,398.71,4.11,57.12,2.39,13.63,16.29
2024-12-16T18:00,404.92,4.38,53.54,2.4,15.85,19.27
2024-12-16T19:00,377.64,3.25,51.03,1.38,13.63,16.4
2024-12-16T20:00,392.79,3.57,50.58,1.31,15.44,18.26
2024-12-16T21:00,390.1,2.78,49.13,0.56,16.68,19.44
2024-12-16T22:00,393.95,2.86,48.53,0.54,18.74,21.76
2024-12-16T23:00,391.23,2.33,50.08,0.5,20.08,23.01
2024-12-17T00:00,367.69,1.35,52.49,0.05,19.8,22.39
2024-12-17T01:00,349.17,1.14,53.23,0.2,18.35,20.43
2024-12-17T02:00,352.94,1.66,54.32,0.7,18.7,20.78
2024-12-17T03:00,375.63,2.25,55.33,0.97,20.85,23.24
2024-12-17T04:00,374.12,2.24,56.15,1.01,20.89,23.24
2024-12-17T05:00,377.71,2.27,56.58,0.9,22.02,24.55
2024-12-17T06:00,370.97,2.39,54.81,0.98,19.01,21.21
2024-12-17T07:00,353.39,1.44,56.48,0.71,18.73,20.57
2024-12-17T08:00,346.0,1.0,60.15,0.77,19.48,21.26
2024-12-17T09:00,329.94,1.81,64.55,1.01,14.91,16.9
2024-12-17T10:00,295.3,1.43,69.24,1.08,10.92,12.52
2024-12-17T11:00,325.99,2.83,70.54,2.37,11.85,13.93
2024-12-17T12:00,352.75,3.68,69.77,2.69,11.7,14.9
2024-12-17T13:00,333.37,3.31,65.96,2.5,6.7,8.58
2024-12-17T14:00,344.22,3.92,63.2,2.85,6.75,8.24
2024-12-17T15:00,353.56,4.05,61.68,2.67,7.63,9.13
2024-12-17T16:00,344.81,3.73,62.06,2.22,9.47,11.53
2024-12-17T17:00,350.51,3.76,58.32,2.26,10.0,12.22
2024-12-17T18:00,312.0,1.12,59.87,0.75,10.77,12.82
2024-12-17T19:00,321.09,1.01,60.3,0.73,13.73,16.46
2024-12-17T20:00,351.78,1.95,59.08,1.32,17.7,21.23
2024-12-17T21:00,385.94,2.43,55.91,1.29,20.95,24.59
2024-12-17T22:00,384.53,2.39,54.53,1.31,21.2,24.53
2024-12-17T23:00,395.92,2.61,54.66,1.32,21.2,24.49
2024-12-18T00:00,389.89,2.42,52.85,1.16,21.02,24.12
2024-12-18T01:00,394.7,2.39,52.22,0.88,21.81,24.98
2024-12-18T02:00,402.28,2.3,50.37,0.79,21.21,24.13
2024-12-18T03:00,415.63,2.76,47.12,0.94,21.89,24.77
2024-12-18T04:00,417.42,2.82,44.4,0.88,22.71,25.7
2024-12-18T05:00,430.85,3.14,41.76,0.78,23.87,27.29
2024-12-18T06:00,418.88,3.15,37.66,0.71,22.46,25.67
2024-12-18T07:00,351.52,1.09,41.44,-0.04,19.67,21.62
2024-12-18T08:00,291.09,0.62,52.61,0.24,12.97,14.43
2024-12-18T09:00,266.52,1.63,59.79,0.36,9.57,11.65
2024-12-18T10:00,329.86,3.77,64.86,1.79,13.09,15.74
2024-12-18T11:00,322.19,3.42,65.78,2.49,9.77,12.05
2024-12-18T12:00,307.88,2.1,63.65,1.82,6.26,7.86
2024-12-18T13:00,312.44,2.16,65.43,1.69,8.64,10.11
2024-12-18T14:00,350.01,3.34,61.84,2.18,8.48,9.76
2024-12-18T15:00,354.89,4.01,59.42,2.42,9.91,11.77
2024-12-18T16:00,343.24,4.1,54.71,2.27,12.42,15.32
2024-12-18T17:00,375.28,4.07,55.84,2.22,14.09,17.45
2024-12-18T18:00,345.42,2.08,56.01,1.13,12.74,15.17
2024-12-18T19:00,371.39,2.85,49.94,1.4,13.97,16.4
2024-12-18T20:00,348.8,2.09,49.41,0.49,13.94,16.91
2024-12-18T21:00,396.2,3.41,44.67,1.3,18.18,21.51
2024-12-18T22:00,395.92,3.03,45.06,0.71,18.09,21.17
2024-12-18T23:00,397.45,3.01,45.8,0.75,18.51,21.55
2024-12-19T00:00,383.34,2.43,47.95,0.66,17.44,20.11
2024-12-19T01:00,393.45,2.69,47.89,0.84,18.54,21.3
2024-12-19T02:00,400.98,2.95,46.26,1.07,18.46,21.28
2024-12-19T03:00,418.21,3.53,44.94,1.34,20.06,23.08
2024-12-19T04:00,419.43,3.03,44.18,0.92,20.3,22.93
2024-12-19T05:00,400.85,2.3,44.77,0.43,20.11,22.87
2024-12-19T06:00,361.83,1.2,47.16,0.01,17.52,19.67
2024-12-19T07:00,316.09,-0.03,51.51,-0.3,14.76,16.38
2024-12-19T08:00,299.69,-0.21,56.66,0.22,13.47,14.8
2024-12-19T09:00,297.97,0.52,63.08,0.69,12.36,14.19
2024-12-19T10:00,301.58,2.25,64.87,1.65,10.68,12.44
2024-12-19T11:00,306.14,2.71,67.14,1.95,7.87,9.69
2024-12-19T12:00,308.14,2.82,61.67,2.21,7.09,8.27
2024-12-19T13:00,357.42,4.43,58.47,2.89,5.15,5.75
2024-12-19T14:00,360.82,4.75,62.52,3.42,11.36,13.51
2024-12-19T15:00,378.89,4.58,65.63,3.5,12.36,14.52
2024-12-19T16:00,339.33,2.85,63.46,2.87,13.65,15.15
2024-12-19T17:00,328.85,4.15,65.68,2.42,8.46,10.23
