time,co,no2,o3,so2,pm2_5,pm10
2024-12-15T03:00,498.89,8.52,67.13,6.06,43.96,51.97
2024-12-15T04:00,592.93,9.45,68.36,6.81,47.89,56.24
2024-12-15T05:00,486.8,7.71,73.99,6.45,42.49,49.88
2024-12-15T06:00,678.8,15.5,56.32,10.57,52.09,59.83
2024-12-15T07:00,564.71,12.5,60.31,8.66,43.61,50.16
2024-12-15T08:00,514.51,9.06,60.21,6.33,40.21,45.48
2024-12-15T09:00,555.82,10.17,59.18,7.2,40.81,46.61
2024-12-15T10:00,524.99,8.96,64.19,6.57,39.46,45.94
2024-12-15T11:00,523.35,8.91,66.2,6.81,41.53,47.34
2024-12-15T12:00,704.02,14.55,56.57,9.78,52.51,59.56
2024-12-15T13:00,598.07,10.75,61.73,7.11,44.44,50.81
2024-12-15T14:00,576.99,11.35,62.57,8.18,50.95,58.81
2024-12-15T15:00,655.2,11.88,62.04,7.86,49.48,57.64
2024-12-15T16:00,643.55,13.25,55.73,8.03,47.46,55.38
2024-12-15T17:00,557.04,9.04,65.35,6.62,51.23,59.1
2024-12-15T18:00,523.14,6.81,71.67,5.43,46.3,53.7
2024-12-15T19:00,497.88,6.18,74.69,5.36,52.03,59.7
2024-12-15T20:00,588.2,9.71,66.04,7.17,54.47,62.96
2024-12-15T21:00,601.41,10.33,64.61,7.19,55.11,63.67
2024-12-15T22:00,631.82,12.54,52.65,8.11,54.46,62.62
2024-12-15T23:00,642.11,10.77,61.7,7.15,56.24,64.53
2024-12-16T00:00,627.97,11.27,58.31,7.45,53.94,61.31
2024-12-16T01:00,664.25,13.29,51.23,8.06,56.03,63.9
2024-12-16T02:00,675.43,13.56,47.66,7.79,56.29,64.16
2024-12-16T03:00,664.41,13.45,45.49,7.59,56.83,64.39
2024-12-16T04:00,623.81,12.54,44.82,6.99,53.35,60.15
2024-12-16T05:00,686.04,13.58,43.56,7.56,61.33,69.11
2024-12-16T06:00,668.84,13.6,44.2,7.84,60.49,68.04
2024-12-16T07:00,689.0,13.91,47.5,8.25,61.99,70.1
2024-12-16T08:00,641.45,11.74,52.27,7.19,56.05,63.75
2024-12-16T09:00,615.74,9.99,56.44,5.77,55.17,62.97
2024-12-16T10:00,669.44,11.16,55.43,6.73,58.64,67.01
2024-12-16T11:00,690.81,12.47,51.89,7.56,57.38,65.7
2024-12-16T12:00,662.06,11.45,52.77,6.73,54.93,63.07
2024-12-16T13:00,667.27,11.67,55.08,6.9,55.18,63.61
2024-12-16T14:00,675.9,12.48,52.98,7.33,55.09,63.41
2024-12-16T15:00,710.1,13.94,47.92,7.72,56.65,65.36
2024-12-16T16:00,861.96,18.42,40.81,9.99,68.28,79.05
2024-12-16T17:00,762.63,14.81,44.41,8.07,64.3,73.81
2024-12-16T18:00,708.44,12.44,50.81,6.38,58.12,67.67
2024-12-16T19:00,670.99,11.68,54.15,5.26,53.72,62.62
2024-12-16T20:00,578.16,9.08,62.38,4.07,48.82,57.55
2024-12-16T21:00,676.75,10.1,52.4,2.99,53.44,62.87
2024-12-16T22:00,797.34,11.94,40.51,3.35,68.57,78.94
2024-12-16T23:00,826.14,13.37,34.5,4.17,64.01,73.23
2024-12-17T00:00,796.64,12.45,36.63,3.66,65.24,74.3
2024-12-17T01:00,811.29,12.08,40.56,4.63,71.08,81.1
2024-12-17T02:00,846.27,13.51,38.74,5.85,74.26,84.44
2024-12-17T03:00,807.51,13.4,38.39,5.01,70.58,80.0
2024-12-17T04:00,874.03,14.85,41.27,6.04,76.97,87.19
2024-12-17T05:00,905.93,14.06,39.61,5.99,79.71,90.75
2024-12-17T06:00,890.05,15.97,40.43,8.03,81.46,92.03
2024-12-17T07:00,945.01,16.93,40.14,8.01,81.47,92.94
2024-12-17T08:00,807.47,15.69,39.31,8.57,72.37,81.78
2024-12-17T09:00,781.58,16.46,37.6,10.11,68.9,77.91
2024-12-17T10:00,727.8,15.25,40.9,10.44,63.46,72.93
2024-12-17T11:00,626.46,11.42,51.65,8.49,54.89,63.89
2024-12-17T12:00,712.99,13.14,49.38,7.56,61.34,71.87
