time,co,no2,o3,so2,pm2_5,pm10
2024-12-15T03:00,945.6,22.6,39.07,11.95,69.04,79.05
2024-12-15T04:00,1135.63,22.65,35.03,11.18,88.53,100.57
2024-12-15T05:00,984.39,18.68,36.45,8.91,74.93,84.97
2024-12-15T06:00,702.89,12.82,46.5,7.01,53.88,60.73
2024-12-15T07:00,699.93,12.06,50.99,7.3,51.36,58.15
2024-12-15T08:00,944.66,19.78,50.04,12.35,74.75,85.1
2024-12-15T09:00,802.7,17.88,47.73,11.59,57.63,65.62
2024-12-15T10:00,854.39,21.97,43.37,14.67,63.34,71.9
2024-12-15T11:00,639.75,13.02,54.5,8.91,47.25,52.59
2024-12-15T12:00,643.69,11.7,49.26,6.95,40.7,46.73
2024-12-15T13:00,487.16,5.39,56.6,4.46,39.23,44.52
2024-12-15T14:00,441.9,6.31,52.37,3.24,35.98,41.39
2024-12-15T15:00,890.69,15.82,46.14,9.24,80.34,90.4
2024-12-15T16:00,746.51,21.13,61.14,17.03,81.04,90.72
2024-12-15T17:00,836.78,21.16,41.16,14.42,65.6,74.08
2024-12-15T18:00,830.14,19.98,33.08,10.48,52.4,61.05
2024-12-15T19:00,677.21,13.9,37.92,8.39,46.78,51.8
2024-12-15T20:00,446.15,5.44,43.63,4.72,28.08,30.97
2024-12-15T21:00,1208.69,22.9,32.31,10.47,103.8,119.14
2024-12-15T22:00,717.96,14.42,32.1,5.89,52.64,59.51
2024-12-15T23:00,830.09,17.46,35.23,8.4,66.19,75.67
2024-12-16T00:00,871.15,14.27,33.98,3.87,66.12,75.43
2024-12-16T01:00,390.88,7.78,43.89,5.21,31.52,37.3
2024-12-16T02:00,175.9,0.33,44.68,0.07,23.09,27.56
2024-12-16T03:00,784.41,11.7,41.57,5.07,76.7,89.19
2024-12-16T04:00,903.95,14.92,28.02,4.73,69.65,79.99
2024-12-16T05:00,501.82,6.16,43.46,1.3,37.43,43.56
2024-12-16T06:00,777.94,13.55,44.51,6.08,67.28,77.3
2024-12-16T07:00,942.15,18.1,35.82,8.36,74.7,85.21
2024-12-16T08:00,1242.21,26.99,27.04,13.15,91.28,104.73
2024-12-16T09:00,1403.9,29.37,20.98,16.04,103.32,118.1
2024-12-16T10:00,1518.13,29.14,33.52,21.58,151.77,170.2
2024-12-16T11:00,1794.11,35.28,43.35,25.41,179.66,204.1
2024-12-16T12:00,388.62,10.39,82.21,13.49,58.74,64.96
2024-12-16T13:00,631.94,10.34,72.88,8.58,57.21,64.3
2024-12-16T14:00,853.98,16.79,105.06,24.44,100.62,114.02
2024-12-16T15:00,671.72,11.86,122.94,21.38,89.24,99.31
2024-12-16T16:00,875.79,20.59,140.21,28.68,113.26,125.82
2024-12-16T17:00,952.84,22.81,126.4,26.96,105.54,117.46
2024-12-16T18:00,1548.49,44.0,90.96,34.12,141.39,162.93
2024-12-16T19:00,2147.01,59.22,65.51,38.85,188.44,217.93
2024-12-16T20:00,2109.88,55.21,36.02,32.41,152.11,178.3
2024-12-16T21:00,553.54,6.16,49.73,5.27,42.0,48.09
2024-12-16T22:00,1910.81,43.24,22.28,18.68,152.66,177.35
2024-12-16T23:00,1168.83,23.84,60.3,13.94,96.11,112.48
2024-12-17T00:00,929.49,13.76,57.11,6.23,74.27,87.18
2024-12-17T01:00,848.84,13.94,52.13,5.42,69.59,80.76
2024-12-17T02:00,299.55,5.76,49.72,0.03,36.92,41.6
2024-12-17T03:00,456.04,11.89,40.29,1.97,42.31,47.65
2024-12-17T04:00,682.99,16.61,34.2,6.28,63.89,74.65
2024-12-17T05:00,785.94,15.27,31.78,5.85,75.41,87.34
2024-12-17T06:00,713.24,12.73,39.19,5.13,70.51,81.22
2024-12-17T07:00,204.41,1.11,50.62,1.38,37.66,42.54
2024-12-17T08:00,380.12,6.97,34.89,4.72,38.3,45.37
2024-12-17T09:00,689.79,10.56,29.44,4.75,53.09,61.51
2024-12-17T10:00,786.12,8.97,49.57,4.75,74.5,84.47
