time,temperature_2m,relative_humidity_2m,dew_point_2m,precipitation,surface_pressure,cloud_cover,wind_speed_10m,wind_direction_10m
2024-12-15T00:00,15.8,73,11.0,0.0,965.4,92,7.9,87
2024-12-15T01:00,15.7,72,10.7,0.0,965.7,90,9.2,79
2024-12-15T02:00,15.4,72,10.4,0.0,964.9,88,9.1,83
2024-12-15T03:00,15.3,70,9.9,0.0,964.6,95,9.0,92
2024-12-15T04:00,15.1,70,9.7,0.0,964.1,89,8.6,92
2024-12-15T05:00,15.0,69,9.4,0.0,964.3,98,7.9,93
2024-12-15T06:00,14.9,70,9.5,0.0,964.5,95,9.1,83
2024-12-15T07:00,15.0,72,10.0,0.0,964.9,97,7.6,82
2024-12-15T08:00,15.2,74,10.6,0.0,965.7,94,6.5,71
2024-12-15T09:00,15.6,72,10.6,0.0,966.8,98,6.7,74
2024-12-15T10:00,15.8,72,10.8,0.1,967.0,100,7.2,87
2024-12-15T11:00,15.6,76,11.4,0.3,966.7,100,8.0,95
2024-12-15T12:00,15.5,78,11.7,0.4,966.3,100,7.0,102
2024-12-15T13:00,16.0,76,11.8,0.0,965.4,100,8.5,102
2024-12-15T14:00,15.9,77,11.9,0.0,964.7,99,7.3,99
2024-12-15T15:00,15.7,77,11.7,0.0,963.9,99,7.8,103
2024-12-15T16:00,15.6,78,11.8,0.0,963.9,95,6.4,106
2024-12-15T17:00,15.3,80,11.9,0.0,964.1,91,5.2,106
2024-12-15T18:00,14.4,84,11.8,0.0,964.5,85,5.6,117
2024-12-15T19:00,14.9,82,11.8,0.0,964.4,99,6.0,107
2024-12-15T20:00,14.4,83,11.6,0.0,964.7,90,6.6,99
2024-12-15T21:00,14.1,84,11.4,0.0,964.8,84,5.4,94
2024-12-15T22:00,13.6,85,11.1,0.0,964.9,79,5.4,90
2024-12-15T23:00,12.9,88,11.0,0.0,965.1,62,5.4,86
2024-12-16T00:00,12.4,89,10.7,0.0,964.8,65,5.9,79
2024-12-16T01:00,12.2,90,10.7,0.0,965.4,72,5.6,75
2024-12-16T02:00,12.1,90,10.5,0.0,965.1,81,4.8,77
2024-12-16T03:00,12.0,90,10.4,0.0,964.6,77,4.7,81
2024-12-16T04:00,11.7,90,10.2,0.0,964.1,63,5.1,86
2024-12-16T05:00,11.3,90,9.8,0.0,963.8,73,5.1,82
2024-12-16T06:00,10.9,91,9.5,0.0,964.4,74,5.1,82
2024-12-16T07:00,11.2,92,10.0,0.0,965.2,73,4.7,86
2024-12-16T08:00,13.0,90,11.4,0.0,966.0,68,4.7,90
2024-12-16T09:00,15.6,77,11.6,0.0,966.7,46,6.2,97
2024-12-16T10:00,17.2,74,12.5,0.0,966.5,41,6.9,99
2024-12-16T11:00,18.5,69,12.7,0.0,965.6,40,8.0,98
2024-12-16T12:00,19.4,66,12.9,0.0,964.7,83,8.1,103
2024-12-16T13:00,19.7,65,13.0,0.0,964.3,82,6.3,114
2024-12-16T14:00,20.0,65,13.3,0.0,963.0,73,4.1,128
2024-12-16T15:00,20.1,66,13.6,0.0,962.3,68,4.3,138
2024-12-16T16:00,19.8,66,13.3,0.0,961.3,83,4.6,135
2024-12-16T17:00,18.7,73,13.8,0.0,961.0,57,5.1,129
2024-12-16T18:00,16.4,82,13.4,0.0,961.2,40,5.3,118
2024-12-16T19:00,15.3,87,13.2,0.0,962.2,36,5.8,112
2024-12-16T20:00,13.9,92,12.7,0.0,962.4,0,5.9,104
2024-12-16T21:00,12.8,95,12.1,0.0,962.7,34,5.4,94
2024-12-16T22:00,11.9,96,11.3,0.0,962.5,46,5.8,94
2024-12-16T23:00,11.2,97,10.8,0.0,962.0,48,5.8,90
2024-12-17T00:00,10.7,97,10.2,0.0,962.0,51,5.2,78
2024-12-17T01:00,10.1,98,9.8,0.0,961.8,57,5.1,82
2024-12-17T02:00,9.7,99,9.5,0.0,961.2,59,5.1,86
2024-12-17T03:00,9.2,100,9.2,0.0,960.8,64,5.1,86
2024-12-17T04:00,9.0,99,8.9,0.0,960.7,63,5.1,86
2024-12-17T05:00,8.9,99,8.7,0.0,961.0,60,5.0,90
2024-12-17T06:00,8.8,98,8.5,0.0,960.9,56,4.7,99
2024-12-17T07:00,9.0,98,8.7,0.0,961.1,48,4.0,95
2024-12-17T08:00,11.2,95,10.4,0.0,961.8,27,3.7,101
