time,temperature_2m,relative_humidity_2m,dew_point_2m,rain,snowfall,surface_pressure,cloud_cover,wind_speed_10m,wind_direction_10m
2024-10-22T00:00,5.4,88.0,3.6,0.0,0.0,1017.2,0.0,8.4,59.0
2024-10-22T01:00,5.1,89.0,3.5,0.0,0.0,1017.1,0.0,8.2,57.0
2024-10-22T02:00,4.6,91.0,3.2,0.0,0.0,1016.9,0.0,7.8,50.0
2024-10-22T03:00,3.6,94.0,2.8,0.0,0.0,1016.8,0.0,8.3,46.0
2024-10-22T04:00,3.7,94.0,2.8,0.0,0.0,1016.6,0.0,8.0,52.0
2024-10-22T05:00,3.5,95.0,2.7,0.0,0.0,1016.5,0.0,7.6,52.0
2024-10-22T06:00,3.3,95.0,2.6,0.0,0.0,1016.3,0.0,7.6,56.0
2024-10-22T07:00,3.2,95.0,2.5,0.0,0.0,1016.0,0.0,7.8,52.0
2024-10-22T08:00,5.1,94.0,4.2,0.0,0.0,1016.3,0.0,4.3,45.0
2024-10-22T09:00,7.6,84.0,5.2,0.0,0.0,1016.6,0.0,4.7,47.0
2024-10-22T10:00,10.0,76.0,5.9,0.0,0.0,1016.8,0.0,3.8,82.0
2024-10-22T11:00,12.0,71.0,6.9,0.0,0.0,1016.4,0.0,5.7,103.0
2024-10-22T12:00,13.8,68.0,8.0,0.0,0.0,1016.2,0.0,6.3,121.0
2024-10-22T13:00,15.2,67.0,9.0,0.0,0.0,1015.8,0.0,6.5,132.0
2024-10-22T14:00,16.1,65.0,9.5,0.0,0.0,1015.2,0.0,7.2,141.0
2024-10-22T15:00,16.8,58.0,8.6,0.0,0.0,1015.1,0.0,7.3,132.0
2024-10-22T16:00,16.7,60.0,8.9,0.0,0.0,1014.8,0.0,6.4,142.0
2024-10-22T17:00,14.9,77.0,10.9,0.0,0.0,1014.6,1.0,6.1,130.0
2024-10-22T18:00,15.2,67.0,9.0,0.0,0.0,1014.9,2.0,3.6,84.0
2024-10-22T19:00,14.1,71.0,8.9,0.0,0.0,1015.1,3.0,3.2,56.0
2024-10-22T20:00,12.2,79.0,8.6,0.0,0.0,1015.2,4.0,4.3,48.0
2024-10-22T21:00,10.7,84.0,8.1,0.0,0.0,1015.6,1.0,3.8,25.0
2024-10-22T22:00,8.8,90.0,7.3,0.0,0.0,1015.7,0.0,4.8,15.0
2024-10-22T23:00,8.5,92.0,7.2,0.0,0.0,1015.8,0.0,5.1,4.0
2024-10-23T00:00,8.3,92.0,7.2,0.0,0.0,1015.8,0.0,5.1,4.0
2024-10-23T01:00,7.9,93.0,6.9,0.0,0.0,1015.9,0.0,5.4,2.0
2024-10-23T02:00,7.6,94.0,6.7,0.0,0.0,1016.1,0.0,5.4,358.0
2024-10-23T03:00,7.3,94.0,6.4,0.0,0.0,1016.5,5.0,5.2,356.0
2024-10-23T04:00,7.0,95.0,6.3,0.0,0.0,1016.8,13.0,5.8,358.0
2024-10-23T05:00,7.1,95.0,6.3,0.0,0.0,1016.9,2.0,6.5,6.0
2024-10-23T06:00,6.9,95.0,6.2,0.0,0.0,1016.9,0.0,8.1,6.0
2024-10-23T07:00,6.9,95.0,6.1,0.0,0.0,1017.1,0.0,9.7,1.0
2024-10-23T08:00,7.5,93.0,6.4,0.0,0.0,1017.8,14.0,9.3,8.0
2024-10-23T09:00,9.8,86.0,7.5,0.0,0.0,1018.6,30.0,9.6,12.0
2024-10-23T10:00,12.2,78.0,8.5,0.0,0.0,1018.9,14.0,7.6,22.0
2024-10-23T11:00,14.3,71.0,9.1,0.0,0.0,1019.1,35.0,7.3,23.0
2024-10-23T12:00,15.9,67.0,9.7,0.0,0.0,1019.3,31.0,7.7,39.0
2024-10-23T13:00,16.8,64.0,10.0,0.0,0.0,1019.1,5.0,8.0,52.0
2024-10-23T14:00,17.6,62.0,10.2,0.0,0.0,1018.8,27.0,8.5,65.0
