time,temperature_2m,relative_humidity_2m,dew_point_2m,rain,snowfall,surface_pressure,cloud_cover,wind_speed_10m,wind_direction_10m
2024-10-22T00:00,14.4,81.0,11.1,0.0,0.0,1024.9,9.0,19.8,277.0
2024-10-22T01:00,14.3,82.0,11.2,0.0,0.0,1025.3,19.0,19.5,272.0
2024-10-22T02:00,14.7,80.0,11.4,0.0,0.0,1025.8,11.0,28.7,266.0
2024-10-22T03:00,14.8,79.0,11.2,0.0,0.0,1026.0,10.0,27.7,270.0
2024-10-22T04:00,14.9,77.0,10.8,0.0,0.0,1026.3,2.0,25.2,272.0
2024-10-22T05:00,14.8,76.0,10.6,0.0,0.0,1026.7,8.0,24.5,270.0
2024-10-22T06:00,14.8,77.0,10.7,0.0,0.0,1027.0,14.0,24.2,265.0
2024-10-22T07:00,14.6,78.0,10.8,0.0,0.0,1027.2,17.0,24.8,261.0
2024-10-22T08:00,14.5,79.0,10.9,0.0,0.0,1027.9,15.0,24.5,255.0
2024-10-22T09:00,14.5,79.0,10.9,0.0,0.0,1028.6,17.0,23.4,250.0
2024-10-22T10:00,14.5,79.0,10.9,0.0,0.0,1029.1,57.0,23.3,247.0
2024-10-22T11:00,14.4,81.0,11.2,0.0,0.0,1029.6,37.0,23.7,242.0
2024-10-22T12:00,14.3,81.0,11.1,0.0,0.0,1029.8,0.0,21.9,235.0
2024-10-22T13:00,14.6,81.0,11.3,0.0,0.0,1029.9,2.0,21.5,237.0
2024-10-22T14:00,14.5,83.0,11.6,0.0,0.0,1029.9,70.0,21.5,239.0
2024-10-22T15:00,14.9,80.0,11.4,0.0,0.0,1029.7,34.0,20.6,240.0
2024-10-22T16:00,15.3,77.0,11.2,0.0,0.0,1029.8,10.0,17.2,240.0
2024-10-22T17:00,15.4,76.0,11.1,0.0,0.0,1030.0,30.0,13.2,239.0
2024-10-22T18:00,15.2,76.0,10.9,0.1,0.0,1030.3,53.0,12.2,237.0
2024-10-22T19:00,15.1,76.0,10.9,0.2,0.0,1030.8,55.0,13.2,231.0
2024-10-22T20:00,14.8,80.0,11.3,0.2,0.0,1031.1,52.0,12.9,229.0
2024-10-22T21:00,14.7,81.0,11.5,0.1,0.0,1031.5,42.0,12.0,213.0
2024-10-22T22:00,14.7,81.0,11.4,0.1,0.0,1031.7,58.0,9.9,213.0
2024-10-22T23:00,14.6,81.0,11.5,0.0,0.0,1031.7,23.0,7.2,242.0
2024-10-23T00:00,14.7,81.0,11.5,0.0,0.0,1031.7,20.0,5.4,249.0
2024-10-23T01:00,14.7,81.0,11.5,0.0,0.0,1031.7,13.0,4.8,236.0
2024-10-23T02:00,14.8,83.0,12.0,0.0,0.0,1031.8,13.0,5.6,209.0
2024-10-23T03:00,14.8,83.0,12.0,0.0,0.0,1031.7,3.0,10.6,235.0
2024-10-23T04:00,14.5,85.0,12.0,0.0,0.0,1031.3,0.0,9.9,235.0
2024-10-23T05:00,14.4,87.0,12.2,0.0,0.0,1031.3,0.0,6.6,225.0
2024-10-23T06:00,14.3,89.0,12.6,0.0,0.0,1031.3,9.0,10.9,187.0
2024-10-23T07:00,14.0,91.0,12.5,0.0,0.0,1031.3,37.0,15.5,184.0
2024-10-23T08:00,13.5,91.0,12.0,0.0,0.0,1031.4,30.0,16.7,180.0
