time,temperature_2m,relative_humidity_2m,dew_point_2m,rain,snowfall,surface_pressure,cloud_cover,wind_speed_10m,wind_direction_10m
2024-10-22T00:00,17.9,95.0,17.1,0.1,0.0,1021.5,50.0,4.3,62.0
2024-10-22T01:00,18.1,93.0,17.0,0.0,0.0,1021.5,83.0,4.5,92.0
2024-10-22T02:00,18.0,93.0,16.9,0.1,0.0,1021.3,53.0,4.4,69.0
2024-10-22T03:00,17.5,94.0,16.5,0.0,0.0,1021.1,58.0,4.9,176.0
2024-10-22T04:00,17.6,93.0,16.4,0.0,0.0,1021.0,23.0,2.3,18.0
2024-10-22T05:00,17.1,94.0,16.2,0.0,0.0,1020.7,22.0,6.8,65.0
2024-10-22T06:00,16.9,94.0,15.8,0.0,0.0,1021.0,35.0,4.9,73.0
2024-10-22T07:00,16.7,92.0,15.5,0.0,0.0,1020.6,38.0,4.7,58.0
2024-10-22T08:00,16.3,94.0,15.4,0.0,0.0,1020.8,32.0,4.3,92.0
2024-10-22T09:00,18.2,90.0,16.5,0.0,0.0,1021.6,34.0,1.6,354.0
2024-10-22T10:00,19.8,87.0,17.6,0.0,0.0,1021.9,39.0,5.4,346.0
2024-10-22T11:00,21.1,80.0,17.6,0.0,0.0,1022.1,48.0,6.5,341.0
2024-10-22T12:00,22.3,75.0,17.5,0.0,0.0,1021.9,64.0,5.4,326.0
2024-10-22T13:00,23.1,72.0,17.7,0.0,0.0,1021.9,93.0,4.7,268.0
2024-10-22T14:00,22.7,72.0,17.3,0.7,0.0,1021.6,100.0,11.3,170.0
2024-10-22T15:00,22.2,73.0,17.2,0.4,0.0,1021.8,81.0,15.4,191.0
2024-10-22T16:00,22.1,75.0,17.6,0.5,0.0,1021.7,63.0,6.5,85.0
2024-10-22T17:00,20.8,82.0,17.7,2.1,0.0,1021.8,85.0,9.0,26.0
2024-10-22T18:00,20.1,89.0,18.2,0.2,0.0,1022.1,81.0,2.7,82.0
2024-10-22T19:00,18.7,95.0,18.0,0.2,0.0,1022.4,47.0,4.4,153.0
2024-10-22T20:00,18.8,92.0,17.5,0.1,0.0,1022.2,36.0,3.4,43.0
2024-10-22T21:00,17.7,96.0,17.1,0.0,0.0,1022.3,35.0,4.2,80.0
2024-10-22T22:00,17.4,97.0,16.9,0.0,0.0,1022.5,35.0,4.0,72.0
2024-10-22T23:00,17.4,97.0,17.0,0.0,0.0,1022.5,33.0,1.9,34.0
2024-10-23T00:00,16.4,99.0,16.3,0.0,0.0,1022.7,68.0,4.6,69.0
2024-10-23T01:00,16.1,98.0,15.9,0.0,0.0,1022.6,31.0,5.1,73.0
2024-10-23T02:00,16.8,96.0,16.1,0.0,0.0,1022.6,42.0,3.6,84.0
2024-10-23T03:00,17.0,94.0,15.9,0.0,0.0,1022.2,57.0,4.8,70.0
2024-10-23T04:00,16.4,95.0,15.6,0.0,0.0,1021.9,44.0,6.6,43.0
2024-10-23T05:00,16.0,96.0,15.3,0.0,0.0,1021.8,70.0,4.7,50.0
2024-10-23T06:00,16.1,95.0,15.3,0.0,0.0,1021.8,69.0,4.0,69.0
2024-10-23T07:00,16.9,91.0,15.4,0.0,0.0,1022.1,96.0,3.5,35.0
2024-10-23T08:00,16.7,94.0,15.6,0.7,0.0,1022.6,100.0,5.1,32.0
2024-10-23T09:00,17.0,94.0,16.0,1.0,0.0,1023.2,92.0,3.8,45.0
2024-10-23T10:00,17.6,94.0,16.6,0.7,0.0,1023.7,98.0,2.1,239.0
2024-10-23T11:00,18.4,94.0,17.3,1.0,0.0,1023.5,81.0,3.4,16.0
2024-10-23T12:00,19.0,92.0,17.6,0.8,0.0,1023.4,89.0,6.3,15.0
2024-10-23T13:00,19.5,90.0,17.8,0.2,0.0,1023.2,82.0,4.5,7.0
2024-10-23T14:00,20.1,87.0,18.0,0.0,0.0,1022.5,100.0,4.5,360.0
2024-10-23T15:00,19.3,92.0,17.9,2.2,0.0,1022.4,100.0,8.1,73.0
2024-10-23T16:00,19.4,92.0,18.0,1.0,0.0,1022.1,100.0,5.6,119.0
2024-10-23T17:00,19.2,92.0,18.0,2.1,0.0,1022.1,100.0,4.6,144.0
2024-10-23T18:00,18.4,93.0,17.2,1.0,0.0,1022.0,100.0,10.3,131.0
2024-10-23T19:00,18.1,93.0,16.9,2.1,0.0,1022.6,100.0,6.6,131.0
2024-10-23T20:00,17.9,93.0,16.8,0.8,0.0,1022.3,100.0,8.5,138.0
2024-10-23T21:00,17.8,93.0,16.6,0.6,0.0,1022.5,100.0,4.6,198.0
2024-10-23T22:00,17.3,95.0,16.6,4.1,0.0,1022.6,100.0,3.7,151.0
2024-10-23T23:00,17.5,94.0,16.5,3.4,0.0,1022.3,62.0,6.3,85.0
