time,temperature_2m,relative_humidity_2m,dew_point_2m,rain,snowfall,surface_pressure,cloud_cover,wind_speed_10m,wind_direction_10m
2024-10-22T00:00,12.3,95.0,11.5,2.6,0.0,1018.1,100.0,25.8,329.0
2024-10-22T01:00,12.2,92.0,11.0,1.0,0.0,1018.5,100.0,17.5,332.0
2024-10-22T02:00,11.8,94.0,10.9,0.4,0.0,1019.8,82.0,15.2,311.0
2024-10-22T03:00,10.3,95.0,9.5,0.0,0.0,1021.4,76.0,6.9,303.0
2024-10-22T04:00,9.9,96.0,9.3,0.0,0.0,1021.9,22.0,5.6,266.0
2024-10-22T05:00,9.5,96.0,9.0,0.0,0.0,1022.7,14.0,9.2,244.0
2024-10-22T06:00,9.2,95.0,8.5,0.0,0.0,1023.3,1.0,9.3,236.0
2024-10-22T07:00,9.0,95.0,8.2,0.0,0.0,1023.6,1.0,10.6,228.0
2024-10-22T08:00,8.9,95.0,8.1,0.0,0.0,1023.8,1.0,12.0,226.0
2024-10-22T09:00,9.2,95.0,8.5,0.0,0.0,1024.7,2.0,13.2,227.0
2024-10-22T10:00,10.5,95.0,9.7,0.0,0.0,1025.4,1.0,13.9,224.0
2024-10-22T11:00,12.0,92.0,10.8,0.0,0.0,1026.0,3.0,13.1,226.0
2024-10-22T12:00,13.6,88.0,11.7,0.0,0.0,1026.4,8.0,13.7,226.0
2024-10-22T13:00,14.9,82.0,11.8,0.0,0.0,1026.5,12.0,16.0,239.0
2024-10-22T14:00,15.6,78.0,11.9,0.0,0.0,1026.5,19.0,16.6,246.0
2024-10-22T15:00,14.9,79.0,11.3,0.0,0.0,1027.2,49.0,16.0,245.0
2024-10-22T16:00,15.1,75.0,10.8,0.2,0.0,1027.1,24.0,15.0,250.0
2024-10-22T17:00,14.9,76.0,10.8,0.0,0.0,1027.2,27.0,12.3,245.0
2024-10-22T18:00,14.0,81.0,10.9,0.0,0.0,1027.6,15.0,9.4,241.0
2024-10-22T19:00,12.3,90.0,10.7,0.0,0.0,1028.1,14.0,8.2,229.0
2024-10-22T20:00,11.7,92.0,10.4,0.0,0.0,1028.4,13.0,8.9,220.0
2024-10-22T21:00,11.1,93.0,10.0,0.0,0.0,1028.9,31.0,9.8,224.0
2024-10-22T22:00,10.8,93.0,9.7,0.0,0.0,1029.4,32.0,10.2,234.0
2024-10-22T23:00,10.6,94.0,9.6,0.0,0.0,1029.7,51.0,10.0,236.0
2024-10-23T00:00,10.2,94.0,9.4,0.0,0.0,1030.1,9.0,9.1,234.0
2024-10-23T01:00,9.8,95.0,9.1,0.0,0.0,1030.3,10.0,8.9,222.0
2024-10-23T02:00,9.6,96.0,8.9,0.0,0.0,1030.4,10.0,9.2,213.0
2024-10-23T03:00,9.1,95.0,8.4,0.0,0.0,1030.7,3.0,8.5,209.0
2024-10-23T04:00,8.9,96.0,8.2,0.0,0.0,1030.7,14.0,8.5,212.0
2024-10-23T05:00,8.7,96.0,8.1,0.0,0.0,1030.8,22.0,8.1,211.0
